ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type,Loc,time
20080040,50.2013,12.4548,-9.709,318366.4581774126,5564113.003586985,-9709.0,2008,10,6,4,35,0,0.94,0,253.94,68.68,-163.04,157.62,74.23,-22.19,155.26,26.69,63.39,3.72,1,,,2008-10-06 04:35:00
20080041,50.2014,12.4546,-9.704,318352.5669272531,5564124.60785736,-9704.0,2008,10,6,4,42,0,0.74,0,156.15,76.44,-19.26,250.84,71.3,-165.67,157.32,23.11,65.82,3.49,1,,,2008-10-06 04:42:00
20080042,50.2014,12.4548,-9.662,318366.83784074127,5564124.120457643,-9662.0,2008,10,6,4,50,0,0.57,0,154.36,73.01,-15.12,248.88,75.55,-162.43,158.0,22.52,68.71,-1.73,1,,,2008-10-06 04:50:00
6364,50.2013,12.4547,-9.678,318359.3227056875,5564113.247282208,-9678.0,2008,10,6,4,54,0,1.7,0,252.23,70.06,-166.17,157.43,77.02,-20.49,156.29,23.58,64.22,4.72,1,,,2008-10-06 04:54:00
6369,50.201,12.4553,-9.661,318400.9967748624,5564078.434641255,-9661.0,2008,10,6,4,55,0,0.86,0,250.95,66.12,-165.13,154.82,76.43,-24.61,159.07,26.88,245.54,-6.91,1,,,2008-10-06 04:55:00
20080045,50.2012,12.4545,-9.621,318344.67205497174,5564102.617831369,-9621.0,2008,10,6,4,59,0,0.75,0,154.19,75.04,-12.39,247.44,78.03,-164.7,158.81,19.21,249.53,2.06,1,,,2008-10-06 04:59:00
6375,50.2009,12.4546,-9.667,318350.6684668715,5564069.023507178,-9667.0,2008,10,6,5,0,0,0.51,0,153.26,72.01,-10.16,246.42,80.35,-161.74,159.07,19.7,251.13,5.73,1,,,2008-10-06 05:00:00
6379,50.2009,12.455,-9.67,318379.2105928709,5564068.048742966,-9670.0,2008,10,6,5,4,0,0.68,0,152.76,78.06,-18.25,246.66,72.16,-167.45,161.13,21.28,249.56,-4.03,1,,,2008-10-06 05:04:00
6390,50.2008,12.4554,-9.662,318407.37314951257,5564055.957261279,-9662.0,2008,10,6,5,9,0,0.75,0,152.73,76.9,-27.56,249.48,63.22,-165.29,161.7,28.61,66.68,9.11,1,,,2008-10-06 05:09:00
6393,50.2008,12.4543,-9.799,318328.88213822327,5564058.63781186,-9799.0,2008,10,6,5,10,0,0.54,0,157.76,75.59,-14.38,251.41,76.08,-165.14,155.35,20.25,65.47,-0.34,1,,,2008-10-06 05:10:00
6396,50.2007,12.4553,-9.697,318399.8580172034,5564045.08402927,-9697.0,2008,10,6,5,15,0,0.57,0,154.74,72.26,-15.37,249.53,75.38,-161.65,157.37,23.2,68.28,-2.12,1,,,2008-10-06 05:15:00
6399,50.2039,12.4522,-9.819,318190.8174664125,5564408.381359559,-9819.0,2008,10,6,5,25,0,0.71,0,271.12,76.36,-142.57,170.88,53.8,-17.0,132.67,35.76,233.42,14.53,1,,,2008-10-06 05:25:00
6406,50.2039,12.4526,-9.827,318219.3577910407,5564407.405693996,-9827.0,2008,10,6,5,53,0,0.78,0,282.33,66.03,-151.21,179.75,63.89,-26.9,128.34,36.76,219.36,1.37,1,,,2008-10-06 05:53:00
6414,50.2037,12.4516,-9.853,318147.2466728701,5564387.61140649,-9853.0,2008,10,6,6,5,0,0.84,0,281.48,69.97,-141.64,176.31,54.33,-24.94,125.69,40.88,224.28,9.79,1,,,2008-10-06 06:05:00
6416,50.2041,12.4521,-9.794,318184.4425480198,5564430.859041006,-9794.0,2008,10,6,6,9,0,0.72,0,276.01,77.45,-146.84,177.93,57.73,-14.89,128.31,32.09,46.59,-12.94,1,,,2008-10-06 06:09:00
6419,50.2031,12.4526,-9.875,318216.3177605696,5564318.470729555,-9875.0,2008,10,6,6,12,0,0.7,0,151.55,75.67,-25.54,248.3,65.31,-164.19,162.15,28.06,248.44,-6.91,1,,,2008-10-06 06:12:00
20080056,50.2027,12.4523,-9.928,318193.3919775589,5564274.734991448,-9928.0,2008,10,6,6,28,0,0.68,0,151.18,73.87,-24.18,248.29,66.83,-162.41,161.69,28.34,249.15,-4.69,1,,,2008-10-06 06:28:00
20080057,50.2019,12.4531,-9.876,318247.4346829938,5564183.84891954,-9876.0,2008,10,6,6,44,0,0.88,0,247.21,65.91,-162.47,149.86,74.04,-25.12,163.15,28.89,70.16,5.4,1,,,2008-10-06 06:44:00
20080058,50.2024,12.455,-9.634,318384.9051199411,5564234.801814444,-9634.0,2008,10,6,7,52,0,0.96,0,166.73,69.49,-27.18,266.93,64.67,-157.2,324.39,-33.39,232.32,-3.14,1,,,2008-10-06 07:52:00
20080059,50.2023,12.4552,-9.579,318398.796126425,5564223.1976216845,-9579.0,2008,10,6,8,42,0,0.78,0,250.68,69.88,-173.13,158.31,83.55,-20.25,157.2,18.82,63.95,9.43,1,,,2008-10-06 08:42:00
6438,50.2036,12.4511,-9.913,318111.1908943959,5564377.714624694,-9913.0,2008,10,6,9,21,0,0.95,0,279.47,65.27,-134.63,166.5,49.73,-33.25,129.54,48.84,230.31,9.28,1,,,2008-10-06 09:21:00
20080061,50.2036,12.451,-9.905,318104.0557697939,5564377.958670932,-9905.0,2008,10,6,16,33,0,1.7,0,281.55,68.1,-145.18,177.01,58.01,-26.09,127.4,39.67,222.71,6.37,1,,,2008-10-06 16:33:00
20080062,50.2038,12.4511,-9.971,318111.9513521987,5564399.948361746,-9971.0,2008,10,6,20,57,0,0.96,0,284.88,71.36,-146.6,182.98,58.57,-22.0,122.37,36.5,218.5,8.21,1,,,2008-10-06 20:57:00
6486,50.2034,12.4512,-9.968,318117.5655933913,5564355.236851293,-9968.0,2008,10,7,4,56,0,1.1,0,170.14,45.89,-37.07,287.87,64.36,-129.45,120.37,52.96,224.91,10.73,1,,,2008-10-07 04:56:00
20080064,50.2024,12.45,-10.283,318028.139858363,5564246.997271639,-10283.0,2008,10,7,11,2,0,1.2,0,190.1,38.94,-37.68,311.1,67.41,-122.6,90.85,55.25,205.54,16.16,1,,,2008-10-07 11:02:00
