ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type
KP201907300042,47.740481,9.116294,2.333,725827,289111,-2333.0,2019,7,30,0,42,41.7,3.18,1,142,41,-118,356,54,-68,320,71,71,7,1,NF
KP201907300231,47.740522,9.115432,2.355,725763,289115,-2355.0,2019,7,30,2,31,40.0,2.74,1,132,38,-128,356,61,-65,310,64,68,13,2,ON
KP201907310532,47.741504,9.118108,2.182,725961,289228,-2182.0,2019,7,31,5,32,27.2,3.07,1,129,68,-125,11,41,-35,356,53,244,16,1,ON
KP201908140322,46.263275,7.393797,6.581,596542,123540,-6581.0,2019,8,14,3,22,21.9,1.96,1,88,79,176,178,87,11,312,5,43,10,1,SS
KP201908141135,47.380464,7.11356,9.021,575452,247788,-9021.0,2019,8,14,11,35,12.9,1.98,0,270,71,-167,176,78,-20,132,22,224,5,2,SS
KP201908151836,47.650381,8.912643,20.231,710744,278788,-20231.0,2019,8,15,18,36,4.4,2.13,0,323,78,158,57,68,13,11,7,278,24,2,SS
KP201908230838,46.208379,7.552357,4.756,608776,117442,-4756.0,2019,8,23,8,38,34.1,2.95,0,66,64,-142,317,57,-32,284,44,190,4,1,ON
KP201908291422,47.744593,9.116753,2.003,725852,289569,-2003.0,2019,8,29,14,22,49.6,3.45,1,142,43,-124,5,56,-62,330,66,75,7,1,ON
KP201909030530_1,46.207707,7.551159,4.788,608684,117368,-4788.0,2019,9,3,5,30,26.4,2.49,0,68,60,-130,308,49,-41,285,55,185,7,2,ON
KP201909051419,47.745991,9.116287,1.891,725814,289724,-1891.0,2019,9,5,14,19,19.7,2.95,1,134,38,-121,351,58,-68,307,69,65,11,2,ON
KP201909110333,46.923317,8.387947,7.769,672303,197350,-7769.0,2019,9,11,3,33,29.3,2.39,0,88,78,-175,358,86,-12,312,11,44,5,2,SS
KP201909210818,47.658955,8.744264,4.606,698079,279517,-4606.0,2019,9,21,8,18,26.6,2.08,2,116,31,-98,305,59,-85,229,76,32,14,1,NF
KP201909250650,46.26332,7.395017,6.523,596636,123545,-6523.0,2019,9,25,6,50,45.7,2.02,1,268,75,-172,176,82,-15,132,16,223,5,2,SS
KP201909281253,46.662022,8.654415,10.172,693047,168586,-10172.0,2019,9,28,12,53,21.3,2.63,0,102,79,-162,9,72,-12,326,21,235,4,1,SS
KP201910170007,46.263256,7.394812,6.433,596620,123538,-6433.0,2019,10,17,0,7,28.5,1.26,1,270,86,-172,179,82,-4,135,9,45,3,2,SS
KP201910302208,47.162271,9.555757,1.944,760515,225644,-1944.0,2019,10,30,22,8,41.2,2.77,0,108,85,-168,17,78,-5,333,12,242,5,2,SS
KP201911050054,46.320144,7.361153,4.494,594032,129864,-4494.0,2019,11,5,0,54,21.4,3.32,1,53,77,159,148,70,14,102,5,10,24,1,SS
KP201911050336,46.32045,7.359351,4.195,593893,129898,-4195.0,2019,11,5,3,36,50.3,3.33,1,62,58,152,168,67,35,293,6,28,41,2,SS
KP201911050555,46.319919,7.353107,4.153,593412,129839,-4153.0,2019,11,5,5,55,35.0,2.52,1,274,71,-165,179,76,-20,136,24,228,3,2,SS
KP201911050600,46.31996,7.353849,3.997,593469,129844,-3997.0,2019,11,5,6,0,21.5,2.86,1,272,69,-153,172,65,-23,133,33,41,2,2,SS
KP201911050718,46.319659,7.360682,4.466,593995,129810,-4466.0,2019,11,5,7,18,43.0,2.96,1,58,68,132,171,46,31,119,13,14,49,2,OT
KP201911050747,46.321241,7.364858,4.546,594317,129985,-4546.0,2019,11,5,7,47,57.4,2.77,1,50,64,128,168,45,38,113,11,7,54,2,OT
KP201911050854,46.319607,7.349977,4.113,593171,129805,-4113.0,2019,11,5,8,54,53.7,2.54,1,263,82,-156,170,66,-9,129,22,34,11,2,SS
KP201911051921,46.31861,7.355347,4.613,593584,129694,-4613.0,2019,11,5,19,21,31.3,2.81,1,87,81,149,182,59,10,138,15,40,28,1,OT
KP201911051951,46.31876,7.354819,4.511,593544,129710,-4511.0,2019,11,5,19,51,14.1,3.2,1,60,56,136,178,55,43,120,1,28,53,1,OT
KP201911051952,46.319588,7.355421,4.265,593590,129802,-4265.0,2019,11,5,19,52,29.8,2.51,1,279,82,-145,183,55,-10,147,30,46,18,2,ON
KP201911052006,46.319315,7.357447,4.593,593746,129772,-4593.0,2019,11,5,20,6,55.2,2.63,0,208,28,84,35,62,93,123,17,311,72,1,TF
KP201911052010,46.319917,7.357,4.519,593712,129839,-4519.0,2019,11,5,20,10,59.7,2.6,1,272,69,-141,166,54,-26,135,42,36,10,2,ON
KP201911071835_1,46.319309,7.347486,3.938,592979,129772,-3938.0,2019,11,7,18,35,38.8,3.21,1,260,73,-163,165,74,-18,123,24,213,1,2,SS
KP201911071838,46.320056,7.349063,4.064,593100,129855,-4064.0,2019,11,7,18,38,27.5,2.49,1,269,65,-155,167,67,-27,127,35,219,2,2,SS
KP201911072030,46.317295,7.349368,4.618,593124,129548,-4618.0,2019,11,7,20,30,6.0,2.26,1,88,81,146,183,57,11,140,16,40,30,2,OT
KP201911080308,46.318659,7.347085,3.787,592948,129700,-3787.0,2019,11,8,3,8,0.3,2.22,1,265,77,-151,168,62,-14,129,29,34,10,2,SS
KP201911111935,46.322513,7.365492,4.417,594366,130127,-4417.0,2019,11,11,19,35,6.4,2.74,1,50,59,139,165,55,38,108,2,15,50,2,OT
KP201911120201,46.320103,7.35987,3.91,593933,129859,-3910.0,2019,11,12,2,1,9.3,2.16,0,220,65,-99,61,26,-71,113,68,317,20,1,NF
KP201911120917,46.320927,7.357995,3.86,593788,129951,-3860.0,2019,11,12,9,17,58.0,1.98,0,222,71,-104,78,23,-56,111,62,322,25,2,NF
KP201911121343,46.323322,7.367647,4.32,594532,130216,-4320.0,2019,11,12,13,43,30.9,1.85,1,296,89,-164,206,74,-1,162,12,70,11,2,SS
KP201911121436,46.32351,7.366061,4.16,594410,130237,-4160.0,2019,11,12,14,36,45.8,2.72,1,252,73,-161,156,72,-18,114,25,24,1,1,SS
KP201911300214,46.10434,7.298654,6.896,589175,105880,-6896.0,2019,11,30,2,14,45.8,3.02,0,4,85,-151,271,61,-5,232,24,134,17,1,SS
KP201912050250,46.319605,7.358697,4.611,593842,129804,-4611.0,2019,12,5,2,50,9.3,1.81,0,298,84,-125,200,35,-10,176,40,56,30,1,ON
KP201912060129,46.323398,7.374351,4.449,595048,130224,-4449.0,2019,12,6,1,29,0.5,2.03,1,262,90,-149,172,59,0,132,21,33,21,2,ON
KP201912292236,46.274667,6.777943,0.412,549070,125020,-412.0,2019,12,29,22,36,25.5,2.74,0,153,55,-111,6,40,-63,12,71,258,8,2,NF
KP202001142247,47.17411,7.083169,13.267,573053,224856,-13267.0,2020,1,14,22,47,3.5,2.42,0,314,66,-154,213,67,-27,173,35,264,1,1,SS
KP202001251907,46.61407,8.451437,6.671,677582,163035,-6671.0,2020,1,25,19,7,43.5,2.37,0,271,48,-141,153,62,-49,114,53,215,8,2,ON
KP202001251913,46.232924,7.703672,4.7,620445,120199,-4700.0,2020,1,25,19,13,28.8,3.0,0,93,35,-103,288,56,-81,226,77,12,11,1,NF
KP202001272205_1,48.293408,8.963101,8.796,713145,350357,-8796.0,2020,1,27,22,5,41.0,3.5,0,118,89,-154,28,64,-1,346,19,250,18,2,SS
KP202002030620,46.104528,7.297666,6.979,589098,105901,-6979.0,2020,2,3,6,20,17.6,2.31,0,15,77,-155,279,66,-15,239,27,145,7,2,SS
KP202002140313,46.346816,8.120514,6.906,652492,133053,-6906.0,2020,2,14,3,13,5.8,2.35,0,60,40,-179,329,89,-50,272,33,27,32,2,SS
KP202002200410,47.708769,8.678523,18.197,693053,284975,-18197.0,2020,2,20,4,10,22.1,2.0,0,246,87,166,337,76,3,292,8,201,12,2,SS
KP202002241546,47.868888,7.89332,21.232,634023,302144,-21232.0,2020,2,24,15,46,54.5,2.43,0,112,48,-116,329,48,-63,311,70,220,0,2,NF
KP202003180154,46.48461,7.001976,7.032,566470,148237,-7032.0,2020,3,18,1,54,57.2,2.59,0,79,48,133,205,57,53,320,5,59,59,1,OT
KP202003241813,46.347617,7.66722,6.475,617596,132940,-6475.0,2020,3,24,18,13,54.8,1.66,0,93,56,174,187,85,35,315,20,56,28,2,SS
KP202004232152,47.617639,8.974186,2.078,715438,275237,-2078.0,2020,4,23,21,52,41.3,2.56,0,309,81,-175,218,85,-9,173,10,263,2,1,SS
KP202005190610,46.257655,7.414561,3.927,598143,122914,-3927.0,2020,5,19,6,10,3.5,2.04,0,49,52,146,161,64,44,282,7,21,49,2,OT
KP202005260550,46.909094,9.139712,1.234,729587,196736,-1234.0,2020,5,26,5,50,26.1,3.09,1,90,84,147,184,57,8,142,18,42,27,2,OT
KP202005270055,46.909155,9.139738,1.257,729589,196743,-1257.0,2020,5,27,0,55,26.9,2.89,1,89,88,135,181,45,2,144,29,35,31,1,OT
KP202005270711,46.908346,9.1422,1.074,729779,196657,-1074.0,2020,5,27,7,11,29.4,2.82,1,100,65,-139,349,53,-32,320,46,222,7,2,ON
KP202005310924,46.401415,8.535889,8.252,684381,139484,-8252.0,2020,5,31,9,24,54.2,2.5,0,253,78,-169,160,79,-12,116,16,206,1,2,SS
KP202006102050,46.911092,9.625893,8.521,766610,197876,-8521.0,2020,6,10,20,50,35.7,2.23,0,90,42,-164,348,79,-49,296,41,48,23,2,SS
KP202006220547,47.002798,6.239119,21.642,508777,206448,-21642.0,2020,6,22,5,47,0.9,2.81,0,330,76,-167,237,77,-15,193,19,283,1,2,SS
KP202006230625,46.042626,6.896252,6.096,558011,99156,-6096.0,2020,6,23,6,25,41.1,3.82,1,59,66,-173,326,83,-24,280,22,15,12,1,SS
KP202007010224,47.36889,9.101313,1.806,725579,247780,-1806.0,2020,7,1,2,24,56.5,2.09,0,147,53,-108,355,40,-68,4,74,250,7,2,NF
KP202007052112,46.833651,9.543932,7.864,760599,189099,-7864.0,2020,7,5,21,12,19.1,2.11,0,282,85,155,14,65,6,331,14,235,21,2,SS
KP202007111153,46.229559,8.890813,12.993,712027,120827,-12993.0,2020,7,11,11,53,12.5,2.88,0,280,69,151,21,63,24,332,4,239,35,2,SS
KP202007121231,47.060825,6.864119,1.82,556354,212361,-1820.0,2020,7,12,12,31,25.5,2.5,0,279,60,-178,188,88,-30,140,22,238,19,1,SS
KP202007231157,47.463845,8.279442,17.629,663396,257347,-17629.0,2020,7,23,11,57,2.5,2.21,0,351,39,-98,180,52,-84,123,82,266,6,2,NF
KP202007272243,46.187731,7.081586,6.369,572432,115204,-6369.0,2020,7,27,22,43,14.0,2.0,0,64,70,152,165,64,22,116,4,23,34,1,SS
KP202008072028,46.908522,9.137052,1.438,729386,196668,-1438.0,2020,8,7,20,28,52.0,2.14,1,269,82,142,5,52,10,323,20,220,32,2,OT
KP202008081944,47.185267,10.643131,6.668,842814,230995,-6668.0,2020,8,8,19,44,45.7,3.95,0,228,67,108,7,29,53,304,20,167,63,1,TF
KP202008122115,46.030993,7.685404,2.438,619106,97747,-2438.0,2020,8,12,21,15,49.0,2.96,0,143,49,-131,16,55,-53,345,60,81,4,1,ON
KP202008260041,46.034686,6.861144,5.92,555287,98293,-5920.0,2020,8,26,0,41,1.5,2.64,1,70,87,-180,340,90,-3,295,2,25,2,2,SS
KP202009032036,45.874012,6.982065,1.794,564545,80369,-1794.0,2020,9,3,20,36,36.8,2.5,0,27,53,-101,225,38,-76,256,78,125,8,1,NF
KP202010030208,47.519223,7.894547,16.073,634340,263264,-16073.0,2020,10,3,2,8,40.4,2.24,0,308,76,-156,211,67,-16,171,27,78,6,2,SS
KP202010150021,46.306855,7.360822,6.448,594005,128386,-6448.0,2020,10,15,0,21,58.9,2.58,0,320,56,-97,153,35,-79,205,78,55,11,1,NF
KP202010211721,47.433543,7.79522,11.154,626902,253699,-11154.0,2020,10,21,17,21,8.9,2.52,0,305,74,-165,211,76,-16,168,21,258,1,2,SS
KP202010250525,47.637592,9.233102,17.66,734848,277868,-17660.0,2020,10,25,5,25,52.3,2.19,0,121,60,175,214,85,31,343,17,82,25,2,SS
KP202010251337,45.986033,7.492041,1.983,604138,92720,-1983.0,2020,10,25,13,37,26.8,2.68,0,222,22,175,317,88,68,67,39,206,43,2,SS
KP202010251935,46.907066,9.129172,0.764,728789,196493,-764.0,2020,10,25,19,35,43.7,4.32,1,73,74,162,168,73,16,121,1,31,23,1,SS
KP202010251943,46.908403,9.133242,1.053,729096,196649,-1053.0,2020,10,25,19,43,10.2,3.6,1,281,71,-152,181,63,-22,143,33,50,5,2,SS
KP202010252223,46.908794,9.140308,1.41,729633,196704,-1410.0,2020,10,25,22,23,35.6,3.14,1,263,84,-170,172,80,-6,128,12,37,3,2,SS
KP202010270340,46.905587,9.117373,1.472,727894,196310,-1472.0,2020,10,27,3,40,44.9,2.67,1,75,81,148,171,59,10,127,15,28,28,2,OT
KP202010271153,46.907703,9.131899,1.531,728996,196569,-1531.0,2020,10,27,11,53,53.6,2.67,1,264,71,173,357,83,19,129,8,222,18,2,SS
KP202011082356,45.981444,7.498719,1.344,604655,92210,-1344.0,2020,11,8,23,56,43.1,3.47,0,226,29,162,333,81,63,85,31,214,47,1,SS
KP202011101253_1,46.9054,9.119474,1.549,728055,196292,-1549.0,2020,11,10,12,53,23.4,3.94,1,259,89,-164,169,74,-1,125,12,33,10,1,SS
KP202011131856,46.904433,9.113803,1.611,727625,196176,-1611.0,2020,11,13,18,56,27.6,2.6,1,255,81,-155,161,65,-10,121,24,26,11,1,SS
KP202011240338,46.905879,9.142634,1.52,729818,196384,-1520.0,2020,11,24,3,38,56.6,2.33,1,86,60,-175,353,85,-30,305,24,44,17,1,SS
KP202012011805,47.710033,7.771577,14.974,624988,284434,-14974.0,2020,12,1,18,5,35.9,2.85,0,354,48,-103,192,44,-77,195,80,93,2,1,NF
KP202102032235,46.976703,7.43349,2.012,599609,202848,-2012.0,2021,2,3,22,35,36.9,2.84,0,284,61,167,20,79,30,149,12,246,29,1,SS
KP202102051414,47.751131,8.829017,7.853,704263,289874,-7853.0,2021,2,5,14,14,12.0,3.22,1,310,88,-174,220,84,-2,175,6,85,2,2,SS
KP202102070937,47.038019,7.006938,-0.671,567190,209756,671.0,2021,2,7,9,37,20.8,2.88,0,259,38,131,32,62,63,141,13,258,63,1,OT
KP202103011943,47.684772,9.068983,21.358,722408,282843,-21358.0,2021,3,1,19,43,36.6,3.08,0,313,85,178,43,88,5,178,2,268,5,1,SS
KP202103151327,46.894774,7.413819,3.291,598109,193740,-3291.0,2021,3,15,13,27,35.7,3.21,0,287,80,170,19,80,10,153,0,243,14,1,SS
KP202103211737,48.307663,9.023499,6.395,717595,352031,-6395.0,2021,3,21,17,37,3.7,3.66,0,276,81,166,8,76,10,322,3,232,17,9,SS
KP202103232327,47.673245,8.896827,19.676,709508,281308,-19676.0,2021,3,23,23,27,46.9,2.28,0,129,60,-136,13,54,-39,344,51,250,4,1,ON
KP202104222042,46.263025,7.392975,6.697,596479,123512,-6697.0,2021,4,22,20,42,56.3,2.35,1,275,82,-169,183,79,-8,139,13,49,2,2,SS
KP202105021224,45.823609,7.426706,9.021,599071,74662,-9021.0,2021,5,2,12,24,29.1,2.65,0,44,56,-107,253,37,-67,270,73,146,10,2,NF
KP202105181021,46.263328,7.39029,6.56,596272,123546,-6560.0,2021,5,18,10,21,49.3,2.8,1,273,78,-168,180,78,-12,137,17,227,0,1,SS
KP202105261720,46.263474,7.388522,6.482,596136,123562,-6482.0,2021,5,26,17,20,40.7,2.28,1,93,89,171,183,81,1,139,5,48,7,2,SS
KP202106292345,47.675674,8.996592,9.975,716994,281722,-9975.0,2021,6,29,23,45,9.5,3.06,0,128,72,-155,30,67,-20,350,30,259,3,2,SS
KP202107011111,46.617721,8.370451,7.905,671374,163364,-7905.0,2021,7,1,11,11,50.5,4.02,0,101,61,-167,5,79,-30,319,29,56,12,1,SS
KP202107101800,46.869115,9.106145,1.321,727125,192238,-1321.0,2021,7,10,18,0,52.7,2.64,0,50,87,174,140,84,3,95,2,5,7,2,SS
KP202107261418,47.668134,7.816832,18.179,628407,279791,-18179.0,2021,7,26,14,18,57.8,2.23,0,292,84,-172,201,82,-6,157,10,67,1,2,SS
KP202107290448,46.267438,7.222271,2.247,583319,124025,-2247.0,2021,7,29,4,48,50.3,2.09,0,50,43,168,149,82,48,271,25,22,38,1,SS
KP202107311523,46.240547,7.711528,4.472,621048,121049,-4472.0,2021,7,31,15,23,37.2,2.5,0,64,49,-118,284,48,-61,266,69,174,1,2,NF
KP202108190001,46.317035,7.182084,5.661,580239,129548,-5661.0,2021,8,19,0,1,27.0,2.41,0,146,42,-88,324,48,-91,217,87,55,3,1,NF
KP202108272139,47.527855,7.807953,13.155,627814,264190,-13155.0,2021,8,27,21,39,18.6,2.44,0,302,37,-157,193,76,-55,140,47,257,23,2,SS
KP202109132302,46.319016,7.350784,3.842,593233,129739,-3842.0,2021,9,13,23,2,26.3,2.04,0,259,74,-162,164,72,-17,122,24,31,1,2,SS
KP202109282227,47.025568,7.163082,7.092,579053,208318,-7092.0,2021,9,28,22,27,31.6,1.96,0,247,81,171,338,82,9,112,0,202,12,2,SS
KP202110050539,45.989234,7.501284,1.385,604854,93077,-1385.0,2021,10,5,5,39,25.2,4.11,0,78,34,-161,333,80,-57,276,45,37,27,2,SS
KP202110181815,46.923725,9.14118,1.469,729664,198365,-1469.0,2021,10,18,18,15,47.2,2.52,0,290,60,-156,187,69,-32,146,37,241,6,2,SS
KP202111012013,46.322947,7.371685,4.449,594843,130174,-4449.0,2021,11,1,20,13,10.0,2.82,0,77,22,-100,268,68,-86,185,67,355,23,1,NF
KP202111012215,47.114234,6.550441,12.003,532593,218521,-12003.0,2021,11,1,22,15,39.9,3.06,0,104,78,-180,14,90,-12,329,9,60,8,1,SS
KP202111040256,47.418119,7.479198,21.508,603062,251924,-21508.0,2021,11,4,2,56,58.5,2.08,0,298,70,-149,197,61,-23,160,36,66,6,1,ON
KP202111061749,47.033261,6.966042,1.018,564079,209245,-1018.0,2021,11,6,17,49,41.1,2.35,0,305,78,140,45,51,15,0,17,257,36,2,OT
KP202111161727,46.740015,7.534438,4.936,607322,176540,-4936.0,2021,11,16,17,27,32.5,2.34,0,119,36,153,232,74,58,346,23,106,50,2,SS
KP202111170030,46.079823,6.948772,11.603,562103,103264,-11603.0,2021,11,17,0,30,43.9,2.08,0,272,68,-127,156,42,-34,138,52,28,15,2,ON
KP202112102308,47.411436,7.740239,24.58,622764,251224,-24580.0,2021,12,10,23,8,13.4,3.22,0,129,78,162,223,72,13,176,4,85,21,1,SS
KP202112181034,45.574322,9.56003,22.747,765612,49187,-22747.0,2021,12,18,10,34,47.2,4.41,0,150,51,-22,255,73,-139,120,41,18,14,9,SS
KP202112242359,47.371471,6.919061,5.309,560758,246868,-5309.0,2021,12,24,23,59,56.8,4.1,0,264,58,121,36,43,51,333,8,227,63,1,OT
KP202112251449,47.371857,6.916515,5.342,560566,246912,-5342.0,2021,12,25,14,49,40.2,3.54,0,264,42,106,63,50,76,163,4,273,79,1,TF
KP202112300743,46.048693,7.389505,1.955,596196,99686,-1955.0,2021,12,30,7,43,14.7,2.51,0,22,83,-141,286,52,-9,251,31,148,21,2,ON
KP202201040038,47.371346,6.920513,5.149,560867,246853,-5149.0,2022,1,4,0,38,42.3,3.16,0,253,52,99,59,39,79,337,6,204,81,1,TF
KP202202192107,47.71199,9.302201,25.716,739843,286259,-25716.0,2022,2,19,21,7,5.2,2.7,0,117,88,172,208,82,2,163,5,72,7,2,SS
KP202203050928,46.291801,7.188335,7.567,580711,126741,-7567.0,2022,3,5,9,28,29.3,2.29,0,291,65,-172,197,82,-25,151,23,246,12,1,SS
KP202203121703,45.670023,6.333963,2.951,513901,58196,-2951.0,2022,3,12,17,3,23.3,4.17,0,43,56,134,163,54,44,103,1,12,55,1,OT
KP202203201404,46.694758,6.492948,6.381,527667,171942,-6381.0,2022,3,20,14,4,38.3,2.76,0,110,69,-174,18,84,-21,332,19,66,10,2,SS
KP202203250112,46.185521,7.612036,6.576,613388,114910,-6576.0,2022,3,25,1,12,47.3,2.38,0,90,69,-104,306,25,-57,337,63,191,23,1,NF
KP202205120547,46.368369,7.566872,6.019,609867,135229,-6019.0,2022,5,12,5,47,57.1,1.67,0,266,79,-150,169,60,-13,132,29,35,12,2,ON
KP202207040658,46.233893,7.616193,2.029,613697,120288,-2029.0,2022,7,4,6,58,40.5,3.06,0,86,52,-112,299,43,-64,296,72,191,5,1,NF
KP202207040831,46.234483,7.615611,2.048,613651,120353,-2048.0,2022,7,4,8,31,52.3,2.28,0,89,52,-111,302,43,-65,300,72,194,5,1,NF
KP202207091147,48.335574,8.916705,8.243,709614,354981,-8243.0,2022,7,9,11,47,30.3,4.17,0,176,53,-41,294,58,-134,148,53,54,4,9,ON
KP202208232229,46.150651,7.69976,6.4,620174,111052,-6400.0,2022,8,23,22,29,40.8,3.21,0,88,59,-129,325,48,-44,304,57,204,6,1,ON
KP202208311758,45.886543,6.886107,1.618,557104,81810,-1618.0,2022,8,31,17,58,41.6,2.56,0,159,62,-135,44,52,-37,16,51,279,6,1,ON
KP202209011157_1,47.118384,9.561399,2.039,761075,220778,-2039.0000000000002,2022,9,1,11,57,43.4,3.94,0,88,68,148,192,60,25,142,5,48,38,1,OT
KP202209101446,46.001863,7.269665,6.934,586909,94493,-6934.0,2022,9,10,14,46,31.0,2.55,0,61,68,-140,313,53,-28,283,43,184,9,1,ON
KP202209101558,47.67143,7.469455,12.453,602316,280089,-12453.0,2022,9,10,15,58,14.0,4.74,0,107,81,-152,13,62,-10,333,26,237,13,1,SS
KP202209101607,47.671662,7.46765,12.37,602180,280115,-12370.0,2022,9,10,16,7,46.0,2.78,0,108,77,-176,18,87,-13,332,11,64,7,1,SS
KP202209110400,47.671539,7.468047,12.264,602210,280101,-12264.0,2022,9,11,4,0,35.6,3.09,0,104,86,-175,14,85,-4,329,6,239,1,1,SS
KP202209132136,46.419121,8.704623,8.287,697325,141648,-8287.0,2022,9,13,21,36,34.7,2.42,0,55,60,-136,298,53,-39,270,52,175,4,1,ON
KP202209250618,45.959494,6.915625,2.343,559449,89904,-2343.0,2022,9,25,6,18,0.6,3.68,0,36,69,-163,300,74,-21,257,26,349,3,2,SS
KP202210020832,47.342652,6.992309,1.763,566272,243629,-1763.0,2022,10,2,8,32,27.7,2.64,0,82,41,81,273,50,97,358,4,230,83,2,TF
KP202210141533,47.116919,9.568906,2.104,761649,220630,-2104.0,2022,10,14,15,33,6.0,3.13,0,68,65,179,159,89,25,291,17,26,18,2,SS
KP202211011604,46.019132,5.82216,7.023,474816,97690,-7023.0,2022,11,1,16,4,59.0,3.37,0,263,68,176,355,87,22,127,13,221,18,2,SS
KP202211131633,45.870761,6.825377,5.012,552375,80091,-5012.0,2022,11,13,16,33,16.1,2.49,0,233,82,149,328,59,10,285,15,187,28,2,OT
KP202211272312,46.341767,7.571711,8.471,610245,132273,-8471.0,2022,11,27,23,12,32.3,2.5,0,68,67,130,183,45,34,131,13,24,51,1,OT
KP202211301101,46.318464,7.346615,3.393,592912,129678,-3393.0,2022,11,30,11,1,45.1,1.9,0,97,59,-177,6,87,-32,317,24,56,20,2,SS
KP202302141912,47.727397,7.621918,5.452,613752,286328,-5452.0,2023,2,14,19,12,54.4,2.69,0,262,84,152,355,62,7,312,15,215,24,2,SS
KP202303012102,46.690752,9.654036,5.855,769444,173451,-5855.0,2023,3,1,21,2,49.5,2.64,0,116,60,-123,349,43,-46,336,60,229,10,2,ON
KP202303042232,46.721638,7.05567,1.652,570722,174565,-1652.0,2023,3,4,22,32,34.3,2.73,0,261,82,-177,171,87,-8,126,7,216,4,2,SS
KP202303140333,47.670068,9.135187,24.141,727414,281314,-24141.0,2023,3,14,3,33,30.6,1.92,0,286,85,-158,194,68,-5,152,19,58,11,2,SS
KP202303162211,46.721005,7.056331,1.656,570772,174494,-1656.0,2023,3,16,22,11,51.0,3.02,0,258,82,-167,166,77,-8,123,15,32,3,2,SS
KP202303221450,47.371581,6.922991,5.384,561054,246878,-5384.0,2023,3,22,14,50,34.3,4.28,0,269,56,106,62,37,68,347,10,222,74,1,TF
KP202303271721,47.370687,6.914831,5.348,560438,246783,-5348.0,2023,3,27,17,21,15.6,3.03,2,97,88,-177,7,87,-2,322,4,232,0,2,SS
KP202304011056,46.315827,7.317482,4.662,590667,129388,-4662.0,2023,4,1,10,56,22.4,2.19,0,259,53,-117,119,45,-59,108,69,8,4,1,NF
KP202304160449,46.329191,7.36553,4.775,594370,130869,-4775.0,2023,4,16,4,49,54.1,2.23,0,47,83,99,173,12,36,129,37,328,51,1,TF
KP202305010334,47.369497,6.914892,5.357,560441,246650,-5357.0,2023,5,1,3,34,51.4,2.83,2,97,81,-179,7,89,-9,322,7,52,6,2,SS
KP202305291629,46.201033,7.618394,5.79,613875,116635,-5790.0,2023,5,29,16,29,57.0,3.07,0,116,13,-86,292,77,-91,201,58,23,32,1,NF
KP202305291916,47.371729,6.916358,5.092,560554,246898,-5092.0,2023,5,29,19,16,31.6,3.81,0,281,51,129,49,53,52,165,1,257,61,1,OT
KP202305301412,47.404655,8.177314,17.426,655758,250689,-17426.0,2023,5,30,14,12,15.6,2.4,0,312,88,164,43,74,2,359,10,266,13,1,SS
KP202306011248,47.672856,7.468376,12.35,602235,280248,-12350.0,2023,6,1,12,48,39.8,3.56,0,279,89,168,9,78,1,325,8,233,9,1,SS
KP202306271018,47.739569,8.906412,8.723,710090,288695,-8723.0,2023,6,27,10,18,25.7,3.14,1,129,78,-151,32,61,-14,354,29,258,11,2,SS
KP202306291557,47.740289,8.905018,8.868,709984,288773,-8868.0,2023,6,29,15,57,20.0,3.23,1,128,62,-157,26,70,-30,345,36,78,5,1,SS
KP202307141514,47.777173,8.792297,3.228,701460,292722,-3228.0,2023,7,14,15,14,59.5,2.06,0,139,81,-173,48,83,-9,3,11,94,1,2,SS
KP202307301157,46.598393,8.336781,8.819,668820,161185,-8819.0,2023,7,30,11,57,52.2,2.07,0,335,41,-124,196,57,-64,157,67,268,9,2,ON
KP202308121623,46.773943,9.391401,8.81,749131,182163,-8810.0,2023,8,12,16,23,38.3,2.3,0,102,70,177,193,87,20,326,12,59,16,2,SS
KP202308130100,46.627307,8.380881,7.54,672160,164439,-7540.0,2023,8,13,1,0,52.1,2.08,2,284,62,-124,159,43,-43,145,58,38,10,1,ON
KP202308172110,45.943957,7.216772,5.185,582793,88066,-5185.0,2023,8,17,21,10,59.7,2.86,0,44,55,-136,285,55,-45,254,54,345,0,2,ON
KP202308250110,47.740794,8.904609,8.901,709952,288828,-8901.0,2023,8,25,1,10,54.4,3.36,2,284,50,-167,185,80,-41,136,35,241,20,1,SS
KP202308261805,47.368221,6.915005,5.39,560449,246508,-5390.0,2023,8,26,18,5,15.6,2.76,2,96,81,-168,4,78,-10,321,15,230,2,2,SS
KP202308272032,47.368494,6.915347,5.279,560475,246538,-5279.0,2023,8,27,20,32,37.7,3.03,2,95,78,-175,4,85,-12,319,12,50,5,1,SS
KP202308281734,47.368596,6.915573,5.21,560492,246550,-5210.0,2023,8,28,17,34,14.4,2.61,2,91,81,-170,360,81,-9,316,13,226,0,2,SS
KP202308301623,47.740362,8.904412,9.034,709938,288780,-9034.0,2023,8,30,16,23,26.2,2.93,2,281,70,-148,179,60,-24,143,37,48,6,2,ON
KP202309020019,47.739979,8.904288,9.126,709930,288737,-9126.0,2023,9,2,0,19,10.6,2.93,2,288,55,-146,177,63,-41,139,47,234,5,1,ON
