ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type ,Loc,,,,,,,,,,,,,CAT-ID,ALQ,FMQ,FMT,ScR,ME,Mw,M0,,EvID_DD,,,FMCAT-OT,FMCAT-LOC,FMCAT-MAG,MiDis,Depi,Ddep,Dmag,Region,Ref,,,,,,,,,,,,,,,,,
KP201712122228,46.199821,7.484461,5.595,603537,116486,-5595,2017,12,12,22,28,7.9,2.23,0,44,82,-174,313,84,-8,268,9,358,2,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.078,FM,2.4,4466800000000,,201701789,,,2017,12,12,22,28,0,46.196,7.488,5,2.2,7.1,0.5,0.6,0,MNO,Mont-Noble,54,,,,,,,,,
KP201712151737,47.631776,9.054288,10.745,721426,276929,-10745,2017,12,15,17,37,5.7,2.67,0,118,66,-133,5,48,-33,340,49,238,11,,,,,,,,,,,,,,,,DDR-NE0,A,1,ON,-0.444,FM,2.68,11749000000000,,201701794,,,2017,12,15,17,37,0,47.63,9.049,13,2.7,9.8,0.4,-2.3,0,RAW,Raperswilen,54,,,,,,,,,
KP201801021116,46.115869,6.855143,8.319,554890,107321,-8319,2018,1,2,11,16,14.4,2.67,0,246,89,-152,156,62,-1,115,20,17,19,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.161,FM,2.65,10593000000000,,201800002,,,2018,1,2,11,16,0,46.107,6.875,8,2.7,7.7,1.8,0.3,0,MRU,Mont-Ruan,54,,,,,,,,,
KP201801080818,46.897274,10.084926,4.689,801615,197418,-4689,2018,1,8,8,18,49.4,2.7,0,101,86,138,195,48,6,156,25,49,31,,,,,,,,,,,,,,,,DDR-NE0,B,2,OT,0.267,FM,2.79,17179000000000,,201800016,,,2018,1,8,8,18,0,46.884,10.087,10,2.7,15.8,1.5,-5.3,0,SIH,Silvrettahorn,54,,,,,,,,,
KP201801142257,46.32574,7.393398,4.156,596516,130484,-4156,2018,1,14,22,57,14.8,2.58,0,285,57,-131,164,51,-45,138,56,43,3,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.522,FM,2.63,9885500000000,,201800037,,,2018,1,14,22,57,0,46.328,7.398,4,2.6,3.5,0.4,0.2,0,ANZ,Anzere,54,,,,,,,,,
KP201801171907,47.149196,9.998407,-1.452,794112,225191,1452,2018,1,17,19,7,19.1,4.14,0,117,88,-173,27,83,-2,342,6,252,4,,,,,,,,,,,,,,,,ABSRELOC,B,1,SS,-0.05,FM,4.02,1202300000000000,,201800052,,,2018,1,17,19,7,0,47.145,9.988,1,4.1,17.8,0.9,-2.5,0,KLT,Klostertal,54,,,,,,,,,
KP201802010147,47.155847,10.000972,0.332,794282,225937,-332,2018,2,1,1,47,32.8,4.07,0,305,88,-168,215,78,-2,170,10,79,7,,,,,,,,,,,,,,,,ABSRELOC,B,1,SS,-0.078,FM,3.79,609940000000000,,201800110,,,2018,2,1,1,47,0,47.153,9.996,1,4.1,17.3,0.5,-0.7,0,KLT,Klostertal,54,,,,,,,,,
KP201802201918,46.551234,10.490976,8.21,834033,160103,-8210,2018,2,20,19,18,18.3,2.47,0,107,60,-142,356,58,-36,322,47,231,1,,,,,,,,,,,,,,,,DDR-SE0,A,2,ON,-0.411,FM,2.57,8035300000000,,201800179,,,2018,2,20,19,18,0,46.542,10.484,10,2.5,8.5,1.2,-1.8,0,STJ,Stilfserjoch,54,,,,,,,,,
KP201802221232,46.325113,7.396413,4.08,596748,130414,-4080,2018,2,22,12,32,39,1.82,0,261,62,-150,155,64,-32,117,40,208,1,,,,,,,,,,,,,,,,DDR-SW0,A,2,ON,-0.344,FM,1.96,977240000000,,201800187,,,2018,2,22,12,32,0,46.327,7.4,5,1.8,3.5,0.3,-0.9,0,ANZ,Anzere,54,,,,,,,,,
KP201802241605,46.188145,7.080973,6.4,572385,115250,-6400,2018,2,24,16,5,26.6,2.65,0,256,73,-156,158,67,-18,118,28,26,4,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.233,FM,2.7,12589000000000,,201800199,,,2018,2,24,16,5,0,46.185,7.088,7,2.6,4.7,0.6,-0.6,0,DDM,Dents,de,Morcles,54,,,,,,,
KP201803112329,47.667872,8.01591,18.531,643360,279852,-18531,2018,3,11,23,29,22.9,3.06,0,317,62,-156,215,69,-30,174,36,267,5,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.3,FM,2.72,13490000000000,,201800262,,,2018,3,11,23,29,0,47.672,8.014,17,3.1,17.6,0.5,1.5,0,HER,Herrischried,D,UNPUBLISHED,,,,,,,,
KP201804082150,46.463184,7.130463,4.941,576327,145808,-4941,2018,4,8,21,50,18.3,2.9,0,208,32,144,330,72,63,80,22,206,55,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.55,FM,2.98,33113000000000,,201800359,,,2018,4,8,21,50,0,46.461,7.142,5,2.9,1.4,0.9,-0.1,0,CDO,Chateau-D'Oex,54,,,,,,,,,
KP201804102149,47.588073,9.10647,23.4,725451,272153,-23400,2018,4,10,21,49,48.8,2.32,0,294,45,-164,193,79,-46,143,40,251,21,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.344,FM,2.44,5128600000000,,201800366,,,2018,4,10,21,49,0,47.586,9.097,25,2.3,8.3,0.7,-1.6,0,WEI,Weinfelden,54,,,,,,,,,
KP201805042136,47.758094,7.516827,16.012,605864,289728,-16012,2018,5,4,21,36,41.9,3.31,0,285,84,177,15,87,6,150,2,240,6,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,0.05,FM,3.19,68391000000000,,201800505,,,2018,5,4,21,36,0,47.767,7.519,15,3.3,16.9,1,1,0,RIG,Rhinegraben,D,F,UNPUBLISHED,,,,,,,
KP201805151530,46.514821,6.881177,2.1,557218,151654,-2100,2018,5,15,15,30,20.4,3.1,0,134,37,-72,292,55,-103,161,76,31,9,,,,,,,,,,,,,,,,DDR-SW0,B,1,NF,-0.828,FM,3.06,49119000000000,,201800545,,,2018,5,15,15,30,0,46.516,6.869,2,3.1,6.2,0.9,0.1,0,CSD,Chatel-St-Denis,54,,,,,,,,,
KP201807152212,47.63804,8.792697,9.652,701757,277253,-9652,2018,7,15,22,12,16,1.97,0,133,69,-169,39,79,-21,355,23,88,7,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,-0.178,FM,2.05,1333500000000,,201800813,,,2018,7,15,22,12,0,47.636,8.789,11,2,6.7,0.4,-1.3,0,STH,Stammheim,54,,,,,,,,,
KP201807202220,45.989343,7.846975,8.956,631641,93169,-8956,2018,7,20,22,20,35.4,2.6,0,277,35,-100,109,56,-83,44,78,194,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.906,FM,2.69,12162000000000,,201800830,,,2018,7,20,22,20,0,46.005,7.86,7,2.6,8.9,2,2,0,RIH,Rimpfischhorn,54,,,,,,,,,
KP201808160945,46.828421,10.094379,4.227,802594,189793,-4227,2018,8,16,9,45,10.6,2.84,0,303,48,-97,134,43,-82,154,84,38,3,,,,,,,,,,,,,,,,DDR-SE0,B,2,NF,-0.917,FM,2.97,31989000000000,,201800919,,,2018,8,16,9,45,0,46.815,10.09,6,2.8,9.9,1.5,-1.8,0,VLV,Val,Lavinuoz,54,,,,,,,,
KP201808230009,46.188194,7.080967,6.409,572385,115256,-6409,2018,8,23,0,9,9.8,3.15,0,256,71,-159,159,70,-20,118,28,27,1,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.228,FM,3.14,57544000000000,,201800957,,,2018,8,23,0,9,0,46.187,7.084,6,3.2,4.4,0.3,0.4,-0.1,DDM,Dents,de,Morcles,54,,,,,,,
KP201808301227,46.915229,8.921582,3.508,712960,197081,-3508,2018,8,30,12,27,40.5,2.83,0,266,86,-174,176,84,-4,131,7,41,2,,,,,,,,,,,,,,,,DDR-SE0,A,2,SS,-0.056,FM,2.89,24266000000000,,201800985,,,2018,8,30,12,27,0,46.914,8.927,5,2.8,6.2,0.4,-1.5,0,URB,Urnerboden,54,,,,,,,,,
KP201809160353,46.225642,7.348572,6.54,593050,119359,-6540,2018,9,16,3,53,8.9,0.92,0,84,90,148,174,58,0,134,22,34,22,,,,,,,,,,,,,,,,DDR-SW0,A,2,OT,0.178,FM,1.45,165770000000,,201801060,,,2018,9,16,3,53,0,46.225,7.353,8,0.9,0.4,0.3,-1.5,0,SIO,Sion,54,,,,,,,,,
KP201810140425,46.266106,7.838063,3.67,630794,123931,-3670,2018,10,14,4,25,26.8,2.33,0,85,43,-108,289,50,-74,262,77,8,3,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.811,FM,2.42,4786300000000,,201801182,,,2018,10,14,4,25,0,46.263,7.853,4,2.3,3.8,1.2,-0.3,0,VIS,Visp,54,,,,,,,,,
KP201811030020,46.084683,7.078581,9.533,572147,103750,-9533,2018,11,3,0,20,6.3,2.88,0,284,46,-105,124,46,-75,113,79,204,0,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.833,FM,2.85,21135000000000,,201801254,,,2018,11,3,0,20,0,46.079,7.097,9,2.9,1.7,1.6,0.5,0,MAR,Martigny,54,,,,,,,,,
KP201811230052,46.263586,7.399579,6.994,596988,123574,-6994,2018,11,23,0,52,8.4,2.49,2,189,64,-2,280,88,-154,148,20,52,17,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.289,FM,2.52,6760800000000,,201801357,,,2018,11,23,0,52,0,46.262,7.403,8,2.5,2.5,0.3,-1,0,STL,St-Leonard,54,,,,,,,,,
KP201811302302,47.534144,7.844399,17.644,630555,264903,-17644,2018,11,30,23,2,6.8,2,0,308,75,-157,212,68,-16,171,27,79,5,,,,,,,,,,,,,,,,DDR-NW0,A,2,SS,-0.217,FM,2.07,1428900000000,,201801383,,,2018,11,30,23,2,0,47.544,7.855,17,2,3.7,1.4,0.6,0,MOE,Moehlin,54,,,,,,,,,
KP201812150021,45.978717,7.900129,8.966,635767,92010,-8966,2018,12,15,0,21,8.9,2.49,0,147,50,-66,292,46,-116,124,72,220,2,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.722,FM,2.47,5688500000000,,201801451,,,2018,12,15,0,21,0,45.982,7.926,7,2.5,8.3,2,2,0,CDJ,Cima,di,Jazzi,54,,,,,,,
KP201812151812,46.34144,7.571941,8.483,610263,132237,-8483,2018,12,15,18,12,48.2,2.46,1,76,48,175,169,86,42,295,25,41,31,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,0.056,FM,2.59,8609900000000,,201801456,,,2018,12,15,18,12,0,46.341,7.574,9,2.5,6.2,0.2,-0.5,0,SAL,Salgesch,54,,,,,,,,,
KP201812290829,46.82963,7.193622,4.88,581306,186528,-4880,2018,12,29,8,29,35.5,2.85,1,145,43,-18,248,78,-132,119,42,9,22,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.2,FM,2.81,18408000000000,,201801541,,,2018,12,29,8,29,0,46.825,7.199,6,2.9,2.3,0.7,-1.1,0,FRI,Fribourg,54,,,,,,,,,
KP201901032044,47.602806,9.242137,19.892,735616,274016,-19892,2019,1,3,20,44,9.4,2.24,0,123,78,-176,32,86,-12,347,12,78,6,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,-0.089,FM,2.31,3273400000000,,201900016,,,2019,1,3,20,44,0,47.6,9.226,22,2.2,5.9,1.3,-2.1,0,ILL,Illighausen,unpublished,,,,,,,,,
KP201901190301,46.858999,9.836654,6.727,782836,192557,-6727,2019,1,19,3,1,21.7,2.61,0,82,75,175,173,86,15,307,7,39,14,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,0.111,FM,2.68,11749000000000,,201900106,,,2019,1,19,3,1,0,46.846,9.837,8,2.6,5.9,1.4,-1.3,0,DAV,Davos,UNPUBLISHED,,,,,,,,,
KP201902050830,45.873206,7.013138,3.663,566957,80266,-3663,2019,2,5,8,30,59.9,3.13,1,234,64,-120,107,39,-44,100,59,345,14,,,,,,,,,,,,,,,,DDR-SW0,B,2,NF,-0.667,FM,3.11,51880000000000,,201900176,,,2019,2,5,8,30,0,45.877,7.02,3,3.1,11,0.7,0.7,0,GRJ,GrandesJorasses,F,I,UNPUBLISHED,,,,,,,
KP201902240249,46.635684,9.671361,5.382,770943,167370,-5382,2019,2,24,2,49,13.4,1.55,0,118,47,-117,335,50,-64,313,70,47,2,,,,,,,,,,,,,,,,DDR-SE0,A,2,NF,-0.706,FM,1.88,741310000000,,201900282,,,2019,2,24,2,49,0,46.629,9.662,6,1.6,6.1,1,-0.6,-0.1,TZH,Tinzenhorn,UNPUBLISHED,,,,,,,,,
KP201903082224,46.314055,7.33643,4.63,592127,129189,-4630,2019,3,8,22,24,41.2,2.08,0,97,18,-81,268,72,-93,173,63,0,27,,,,,,,,,,,,,,,,DDR-SW0,A,2,NF,-0.933,FM,2.34,3630800000000,,201900332,,,2019,3,8,22,24,0,46.316,7.337,5,2.1,1.7,0.2,-0.4,0,ANZ,Anzere,UNPUBLISHED,,,,,,,,,
KP201903130715,47.895508,7.715753,17.042,999000,999000,-17042,2019,3,13,7,15,43.3,2.67,0,77,83,-169,345,79,-7,301,13,211,3,,,,,,,,,,,,,,,,DDR-NW0,A,2,SS,-0.1,FM,2.4,4466800000000,,201900360,,,2019,3,13,7,15,0,47.894,7.715,15,2.7,6.6,0.2,2,0,BAK,Bad,Krotzingen,D,UNPUBLISHED,,,,,,,
KP201903190244,46.624731,9.317125,13.596,743857,165442,-13596,2019,3,19,2,44,44.8,2.69,0,266,50,-150,156,68,-44,113,47,215,11,,,,,,,,,,,,,,,,DDR-SE0,B,1,ON,-0.411,FM,2.68,11749000000000,,201900408,,,2019,3,19,2,44,0,46.615,9.314,8,2.7,16.7,1.1,5.6,0,SPG,Spluegen,UNPUBLISHED,,,,,,,,,
KP201904040922,48.015838,8.067181,12.556,999000,999000,-12556,2019,4,4,9,22,23.9,2.88,0,109,75,-168,16,78,-15,332,19,63,2,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,-0.15,FM,2.75,14962000000000,,201900471,,,2019,4,4,9,22,0,48.023,8.04,14,2.9,13.1,2.2,-1.4,0,STP,St.,Peter,D,UNPUBLISHED,,,,,,,
KP201904080339,47.313155,7.722628,21.739,621474,240292,-21739,2019,4,8,3,39,35.5,1.9,0,162,86,-176,72,86,-4,27,5,297,0,,,,,,,,,,,,,,,,DDR-NW0,A,2,SS,-0.044,FM,2.1,1583100000000,,201900498,,,2019,4,8,3,39,0,47.325,7.72,21,1.9,3.1,1.3,0.7,0,BAL,Balsthal,UNPUBLISHED,,,,,,,,,
KP201904100821,47.880576,8.505181,9.086,999000,999000,-9086,2019,4,10,8,21,41.2,2.49,0,257,83,179,348,89,7,122,4,213,6,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,0.044,FM,2.42,4786300000000,,201900518,,,2019,4,10,8,21,0,47.888,8.5,8,2.5,13.3,0.9,1.1,0,HUE,Huefingen,UNPUBLISHED,,,,,,,,,
KP201904240048,47.716946,8.416322,17.224,673365,285606,-17224,2019,4,24,0,48,2,1.68,0,299,82,-156,206,67,-9,165,22,70,10,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,-0.183,FM,1.95,953890000000,,201900580,,,2019,4,24,0,48,0,47.725,8.417,18,1.7,7.5,0.9,-0.8,0,STN,Stuehlingen,UNPUBLISHED,,,,,,,,,
KP201904262213,48.005385,7.966707,18.157,999000,999000,-18157,2019,4,26,22,13,56.7,2.12,0,295,62,-136,180,52,-37,153,50,56,6,,,,,,,,,,,,,,,,DDR-NW0,A,2,ON,-0.45,FM,2.04,1288200000000,,201900599,,,2019,4,26,22,13,0,48,7.952,17,2.1,6.6,1.3,1.2,0,FIB,Freiburg,i.B.,D,UNPUBLISHED,,,,,,,
KP201904280724,46.199741,6.909494,4.982,559154,116614,-4982,2019,4,28,7,24,1.4,1.8,0,242,73,-159,145,70,-18,104,27,13,2,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.217,FM,1.96,977240000000,,201900606,,,2019,4,28,7,24,0,46.202,6.907,4,1.9,3.4,0.3,1,-0.1,VDI,Val-d'Illiez,UNPUBLISHED,,,,,,,,,
KP201905192145,47.688121,9.008824,1.128,717885,283124,-1128,2019,5,19,21,45,32.5,1.92,1,290,71,166,24,77,19,156,4,248,23,,,,,,,,,,,,,,,,DDR-NE0,B,2,SS,0.156,FM,2.06,1380400000000,,201900692,,,2019,5,19,21,45,0,47.69,9.005,9,1.9,10.8,0.4,-7.9,0,HOR,Horn,UNPUBLISHED,,,,,,,,,
KP201905280848,46.365488,6.74211,1.061,546398,135140,-1061,2019,5,28,8,48,5.9,4.18,2,315,44,-98,147,47,-82,126,84,231,2,,,,,,,,,,,,,,,,DDR-SW0,B,1,NF,-0.911,FM,3.92,944850000000000,,201900731,,,2019,5,28,8,48,0,46.373,6.745,4,4.2,7,0.9,-2.9,0,NOV,Novel,UNPUBLISHED,,,,,,,,,
KP201906051739,47.620607,9.139203,17.406,727834,275822,-17406,2019,6,5,17,39,22.6,2.93,0,305,74,-177,215,87,-16,169,13,261,9,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.106,FM,2.87,22646000000000,,201900792,,,2019,6,5,17,39,0,47.622,9.128,19,2.9,4.4,0.9,-1.6,0,KRZ,Kreuzlingen,UNPUBLISHED,,,,,,,,,
KP201906051758,46.225921,7.732936,6.931,622706,119429,-6931,2019,6,5,17,58,22.5,1.87,0,53,90,-154,323,64,0,281,18,185,18,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.144,FM,2.22,2398800000000,,201900795,,,2019,6,5,17,58,0,46.225,7.743,8,1.9,7.3,0.8,-1.1,0,TUT,Turtmanntal,UNPUBLISHED,,,,,,,,,
KP201906091942,46.369177,7.66564,9.25,617468,135336,-9250,2019,6,9,19,42,57.4,1.53,0,236,29,68,81,63,102,162,17,16,70,,,,,,,,,,,,,,,,DDR-SW0,A,2,TF,0.811,FM,1.85,675310000000,,201900810,,,2019,6,9,19,42,0,46.374,7.665,9,1.5,1.7,0.5,0.2,0,LEU,Leukerbad,UNPUBLISHED,,,,,,,,,
KP201906151346,46.567571,7.51974,8.303,606218,157369,-8303,2019,6,15,13,46,35.5,2.63,0,92,90,-142,2,52,0,324,26,220,26,,,,,,,,,,,,,,,,DDR-SW0,A,2,ON,-0.211,FM,2.72,13490000000000,,201900832,,,2019,6,15,13,46,0,46.565,7.532,8,2.6,10.3,1,0.3,0,MAF,Maennliflue,UNPUBLISHED,,,,,,,,,
KP201906171419,46.22419,7.740503,4.96,623290,119238,-4960,2019,6,17,14,19,57.6,2.04,0,98,56,-105,303,36,-69,327,74,198,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.8,FM,2.24,2570400000000,,201900846,,,2019,6,17,14,19,0,46.225,7.751,6,2,7.1,0.8,-1,0,TUT,Turtmanntal,UNPUBLISHED,,,,,,,,,
KP201906222051,46.857205,9.485411,8.292,756068,191599,-8292,2019,6,22,20,51,33.1,2.01,0,273,68,-152,172,64,-25,134,35,42,3,,,,,,,,,,,,,,,,DDR-SE0,A,1,SS,-0.294,FM,2.3,3162300000000,,201900870,,,2019,6,22,20,51,0,46.846,9.466,7,2,3.1,1.9,1.3,0,DOM,Domat,Ems,UNPUBLISHED,,,,,,,,
KP201907292306,47.741361,9.116214,2.274,725819,289209,-2274,2019,7,29,23,6,21.2,2.83,1,142,41,-108,345,51,-75,311,77,65,5,,,,,,,,,,,,,,,,DDR-NE0,A,1,NF,-0.8,FM,2.84,20417000000000,,201901028,,,2019,7,29,23,6,0,47.742,9.112,4,2.8,2.2,0.3,-1.7,0,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201907292317,47.743272,9.11551,2.116,725762,289421,-2116,2019,7,29,23,17,47.7,3.65,1,137,43,-112,346,51,-71,319,75,63,4,,,,,,,,,,,,,,,,DDR-NE0,A,1,NF,-0.756,FM,3.33,123110000000000,,201901029,,,2019,7,29,23,17,0,47.739,9.11,4,3.7,2.2,0.6,-1.9,-0.1,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201907300042,47.740481,9.116294,2.333,725827,289111,-2333,2019,7,30,0,42,41.7,3.18,1,142,41,-118,356,54,-68,320,71,71,7,,,,,,,,,,,,,,,,DDR-NE0,A,1,NF,-0.689,FM,3.08,46774000000000,,201901036,,,2019,7,30,0,42,0,47.737,9.113,4,3.2,2.2,0.5,-1.7,0,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201907300231,47.740522,9.115432,2.355,725763,289115,-2355,2019,7,30,2,31,40,2.74,1,132,38,-128,356,61,-65,310,64,68,13,,,,,,,,,,,,,,,,DDR-NE0,A,2,ON,-0.578,FM,2.73,13964000000000,,201901037,,,2019,7,30,2,31,0,47.742,9.111,4,2.7,1.8,0.4,-1.6,0,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201907310532,47.741504,9.118108,2.182,725961,289228,-2182,2019,7,31,5,32,27.2,3.07,1,129,68,-125,11,41,-35,356,53,244,16,,,,,,,,,,,,,,,,DDR-NE0,A,1,ON,-0.611,FM,3.03,39355000000000,,201901044,,,2019,7,31,5,32,0,47.74,9.113,4,3.1,2.1,0.4,-1.8,0,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201908140322,46.263275,7.393797,6.581,596542,123540,-6581,2019,8,14,3,22,21.9,1.96,1,88,79,176,178,87,11,312,5,43,10,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,0.044,FM,2.09,1531100000000,,201901109,,,2019,8,14,3,22,0,46.257,7.398,8,2,2.9,0.8,-1.4,0,STL,St-Leonard,UNPUBLISHED,,,,,,,,,
KP201908141135,47.380464,7.11356,9.021,575452,247788,-9021,2019,8,14,11,35,12.9,1.98,0,270,71,-167,176,78,-20,132,22,224,5,,,,,,,,,,,,,,,,DDR-NW0,A,2,SS,-0.183,FM,2.15,1903300000000,,201901113,,,2019,8,14,11,35,0,47.383,7.108,10,2,1.3,0.5,-1,0,COU,Courgenay,UNPUBLISHED,,,,,,,,,
KP201908151836,47.650381,8.912643,20.231,710744,278788,-20231,2019,8,15,18,36,4.4,2.13,0,323,78,158,57,68,13,11,7,278,24,,,,,,,,,,,,,,,,DDR-NE0,A,2,SS,0.194,FM,2.14,1819700000000,,201901120,,,2019,8,15,18,36,0,47.652,8.914,21,2.1,3.6,0.2,-0.8,0,SAR,Stein,am,Rhein,UNPUBLISHED,,,,,,,
KP201908230838,46.208379,7.552357,4.756,608776,117442,-4756,2019,8,23,8,38,34.1,2.95,0,66,64,-142,317,57,-32,284,44,190,4,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.389,FM,2.9,25119000000000,,201901153,,,2019,8,23,8,38,0,46.205,7.558,5,3,3.2,0.6,-0.2,0,VDA,Val,d'Anniviers,UNPUBLISHED,,,,,,,,
KP201908291422,47.744593,9.116753,2.003,725852,289569,-2003,2019,8,29,14,22,49.6,3.45,1,142,43,-124,5,56,-62,330,66,75,7,,,,,,,,,,,,,,,,DDR-NE0,A,1,ON,-0.622,FM,3.31,103510000000000,,201901176,,,2019,8,29,14,22,0,47.744,9.11,3,3.4,1.8,0.5,-1,0.1,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201909030530_1,46.207707,7.551159,4.788,608684,117368,-4788,2019,9,3,5,30,26.4,2.49,0,68,60,-130,308,49,-41,285,55,185,7,,,,,,,,,,,,,,,,DDR-SW0,A,2,ON,-0.506,FM,2.59,8609900000000,,201901206,,,2019,9,3,5,30,0,46.203,7.553,5,2.5,3.3,0.5,-0.2,0,VDA,Val,d'Anniviers,UNPUBLISHED,,,,,,,,
KP201909051419,47.745991,9.116287,1.891,725814,289724,-1891,2019,9,5,14,19,19.7,2.95,1,134,38,-121,351,58,-68,307,69,65,11,,,,,,,,,,,,,,,,DDR-NE0,A,2,ON,-0.656,FM,2.94,28840000000000,,201901221,,,2019,9,5,14,19,0,47.746,9.108,3,3,1.7,0.6,-1.1,0,BOD,Bodanrueck,Konstanz,UNPUBLISHED,,,,,,,,
KP201909110333,46.923317,8.387947,7.769,672303,197350,-7769,2019,9,11,3,33,29.3,2.39,0,88,78,-175,358,86,-12,312,11,44,5,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.094,FM,2.53,6998400000000,,201901254,,,2019,9,11,3,33,0,46.916,8.391,9,2.4,5.2,0.8,-1.2,0,STA,Stans,UNPUBLISHED,,,,,,,,,
KP201909210818,47.658955,8.744264,4.606,698079,279517,-4606,2019,9,21,8,18,26.6,2.08,2,116,31,-98,305,59,-85,229,76,32,14,,,,,,,,,,,,,,,,DDR-NE0,A,1,NF,-0.944,FM,2.43,4954500000000,,201901321,,,2019,9,21,8,18,0,47.659,8.743,5,2.1,2.3,0.1,-0.4,0,BAS,Basadingen-Schlattingen,UNPUBLISHED,,,,,,,,,
KP201909250650,46.26332,7.395017,6.523,596636,123545,-6523,2019,9,25,6,50,45.7,2.02,1,268,75,-172,176,82,-15,132,16,223,5,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.089,FM,2.3,3162300000000,,201901338,,,2019,9,25,6,50,0,46.262,7.395,8,2,3,0.1,-1.5,0,STL,St-Leonard,UNPUBLISHED,,,,,,,,,
KP201909281253,46.662022,8.654415,10.172,693047,168586,-10172,2019,9,28,12,53,21.3,2.63,0,102,79,-162,9,72,-12,326,21,235,4,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.167,FM,2.66,10965000000000,,201901360,,,2019,9,28,12,53,0,46.659,8.664,9,2.6,7.3,0.8,1.2,0,OAP,Oberalppass,UNPUBLISHED,,,,,,,,,
KP201910170007,46.263256,7.394812,6.433,596620,123538,-6433,2019,10,17,0,7,28.5,1.26,1,270,86,-172,179,82,-4,135,9,45,3,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.089,FM,1.67,362660000000,,201901502,,,2019,10,17,0,7,0,46.262,7.396,8,1.3,2.9,0.2,-1.6,0,STL,St-Leonard,UNPUBLISHED,,,,,,,,,
KP201910302208,47.162271,9.555757,1.944,760515,225644,-1944,2019,10,30,22,8,41.2,2.77,0,108,85,-168,17,78,-5,333,12,242,5,,,,,,,,,,,,,,,,DDR-NE0,B,2,SS,-0.094,FM,2.83,19724000000000,,201901657,,,2019,10,30,22,8,0,47.154,9.554,4,2.8,5.1,0.9,-2.1,0,VDZ,Vaduz,UNPUBLISHED,,,,,,,,,
KP201911050054,46.320144,7.361153,4.494,594032,129864,-4494,2019,11,5,0,54,21.4,3.32,1,53,77,159,148,70,14,102,5,10,24,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,0.233,FM,3.27,90157000000000,,201901710,,,2019,11,5,0,54,0,46.318,7.366,5,3.3,3.4,0.4,-0.5,0,ANZ,Anzere,UNPUBLISHED,,,,,,,,,
KP201911050336,46.32045,7.359351,4.195,593893,129898,-4195,2019,11,5,3,36,50.3,3.33,1,62,58,152,168,67,35,293,6,28,41,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,0.311,FM,3.29,96605000000000,,201901734,,,2019,11,5,3,36,0,46.318,7.362,5,3.3,3.3,0.3,-0.8,0,ANZ,Anzere,UNPUBLISHED,,,,,,,,,
