ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type ,Loc,,,,,,,,,,,,,CAT-ID,ALQ,FMQ,FMT,ScR,ME,Mw,M0,,EvID_DD,,,FMCAT-OT,FMCAT-LOC,FMCAT-MAG,MiDis,Depi,Ddep,Dmag,Region,Ref,,,,,,,,,,,,,,,,,
KP200003041543,47.23341,9.485759,1.647,755003,233409,-1647,2000,3,4,15,43,19.9,3.6,0,235,20,90,55,70,90,145,25,325,65,,,,,,,,,,,,,,,,ABSRELOC,B,1,TF,1,FM,3.59,272270000000000,,200000077,,,2000,3,4,15,43,0,47.25,9.47,3,3.6,6.2,2.2,-1.4,0,Buchs,29,,,,,,,,,,
KP200004060043,47.352369,7.181303,0.338,580557,244645,-338,2000,4,6,0,43,19.2,3.2,0,262,32,92,80,58,89,170,13,346,77,,,,,,,,,,,,,,,,DDR-NW0,B,2,TF,0.983,FM,3.26,87096000000000,,200000105,,,2000,4,6,0,43,0,47.355,7.19,1,3.2,5.3,0.7,-0.7,0,URS,St.,Ursanne,55,,,,,,,,
KP200004061740,46.551733,10.376873,9.013,825287,159824,-9013,2000,4,6,17,40,37.2,4.3,0,169,67,-90,348,23,-91,80,68,259,22,,,,,,,,,,,,,,,,DDR-SE0,A,9,NF,-0.994,MT,3.96,1101600000000000,,200000107,,,2000,4,6,17,40,36,46.533,10.359,5,4.3,7,2.5,4,0,Bormio,?,,,,,,,,,,
KP200006031514,47.219392,10.125749,4.03,803497,233314,-4030,2000,6,3,15,14,10.9,3.9,0,23,57,-12,120,80,-146,347,31,247,15,,,,,,,,,,,,,,,,ABSRELOC,D,1,SS,-0.256,FM,3.6,281840000000000,,200000165,,,2000,6,3,15,14,0,47.214,10.115,3,3.8,20.2,1,1,0.1,Lech,29,,,,,,,,,,
KP200006200618,47.46342,7.782871,16.247,625956,257017,-16247,2000,6,20,6,18,49.2,3,0,111,35,-118,324,60,-72,273,70,41,13,,,,,,,,,,,,,,,,DDR-NW0,A,1,NF,-0.744,FM,2.85,21135000000000,,200000177,,,2000,6,20,6,19,0,47.471,7.787,18,2.9,3.7,0.9,-1.8,0.1,Sissach,29,,,,,,,,,,
KP200008170713,46.973068,8.469812,7.414,678465,202959,-7414,2000,8,17,7,14,7.7,3,0,280,80,172,11,82,10,145,1,235,13,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,0.1,FM,2.9,25119000000000,,200000235,,,2000,8,17,7,14,0,46.954,8.48,10,3,10.9,2.3,-2.6,0,Beckenried,29,,,,,,,,,,
KP200008190837,46.039003,6.662358,2.344,539901,98906,-2344,2000,8,19,8,37,24.6,3.3,1,90,83,-170,359,80,-7,315,12,224,2,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.111,FM,3.09,48417000000000,,200000238,,,2000,8,19,8,37,0,46.027,6.682,5,3.3,5.8,2,-2.7,0,Samoens,36,,,,,,,,,,
KP200011131630,47.218775,7.551246,7.194,608530,229766,-7194,2000,11,13,16,30,40.2,3.4,0,90,75,-178,359,88,-15,313,12,45,9,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.094,FM,3.18,66069000000000,,200000302,,,2000,11,13,16,31,0,47.225,7.56,10,3.4,9.9,1,-2.8,0,Solothurn,29,,,,,,,,,,
KP200102232219,46.13794,7.027224,4.699,568206,109690,-4699,2001,2,23,22,19,42,3.6,2,129,52,-9,224,83,-142,93,31,350,20,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.422,FM,3.48,209920000000000,,200100032,,,2001,2,23,22,20,0,46.136,7.031,6,3.6,6.3,0.4,-1.3,0,Martigny,31,,,,,,,,,,
KP200103141037,47.356064,9.584686,27.01,762118,247241,-27010,2001,3,14,10,37,19.1,2.9,0,10,76,-10,102,80,-166,327,17,236,3,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.133,FM,2.78,16596000000000,,200100060,,,2001,3,14,10,37,0,47.35,9.576,30,2.9,10.2,0.9,-3,0,Oberriet,31,,,,,,,,,,
KP200103170029,46.926449,8.998444,2.919,718789,198442,-2919,2001,3,17,0,30,0.4,3.8,0,82,80,175,173,85,10,307,3,38,11,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,0.083,FM,3.51,230110000000000,,200100064,,,2001,3,17,0,30,0,46.912,9.009,3,3.8,8.5,1.8,-0.1,0,Linthal,31,,,,,,,,,,
KP200104060222,45.87,9.234,22,739412,81414,-22000,2001,4,6,2,22,52.6,3.8,0,320,50,126,91,52,55,205,1,297,63,,,,,,,,,,,,,,,,BULLETIN,D,2,OT,0.606,FM,3.3,100000000000000,,200100080,,,2001,4,6,2,23,0,45.87,9.234,22,3.8,38,0,0,0,Erba,31,,,,,,,,,,
KP200104120706,47.613524,7.531974,7.419,607019,273654,-7419,2001,4,12,7,6,43.1,2.9,0,123,40,-130,351,61,-62,308,63,61,11,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.622,FM,2.78,16596000000000,,200100087,,,2001,4,12,7,7,0,47.62,7.543,8,2.9,9.4,1.1,-0.6,0,Bale-S.Louis,31,,,,,,,,,,
KP200107092249,46.176896,7.609391,6.223,613186,113951,-6223,2001,7,9,22,50,2.7,3.2,0,276,42,-72,72,50,-106,283,77,173,4,,,,,,,,,,,,,,,,DDR-SW0,C,2,NF,-0.811,FM,3.07,50360000000000,,200100162,,,2001,7,9,22,50,0,46.172,7.626,6,3.2,19.7,1.4,0.2,0,Ayer,31,,,,,,,,,,
KP200107171506,46.666,11.094,10,999000,999000,-10000,2001,7,17,15,6,14.5,5,0,118,89,175,208,85,1,163,3,73,4,,,,,,,,,,,,,,,,BULLETIN,D,9,SS,0.033,MT,4.74,1.6154E+016,,200100168,,,2001,7,17,15,6,15,46.83,11.1,8,5,0.7,18.2,2,0,Merano-I,?,,,,,,,,,,
KP200110010636,46.560781,10.349338,5.187,823139,160751,-5187,2001,10,1,6,36,22.5,4.2,0,146,59,-72,293,36,-117,96,70,223,12,,,,,,,,,,,,,,,,DDR-SE0,C,9,NF,-0.75,MT,3.76,552700000000000,,200100268,,,2001,10,1,6,36,22,46.553,10.335,5,4.2,9.2,1.4,0.2,0,Bormio,?,,,,,,,,,,
KP200201101927,47.580999,9.067,23.344,722499,271304,-23344,2002,1,10,19,27,26,3.1,0,312,68,-158,213,70,-24,172,31,263,1,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.256,FM,2.93,27861000000000,,200200018,,,2002,1,10,19,27,0,47.594,9.055,25,3.1,22.3,1.7,-1.7,0,Maerstetten,32,,,,,,,,,,
KP200204291513,46.099743,8.475233,21.713,680160,105889,-21713,2002,4,29,15,14,9.6,3.8,0,170,68,-31,273,61,-154,129,37,223,4,,,,,,,,,,,,,,,,ABSRELOC,C,2,ON,-0.317,MT,3.51,234160000000000,,200200267,,,2002,4,29,15,14,0,46.102,8.457,21,3.8,34.2,1.4,0.7,0,S.Maria,Magg.,32,33,,,,,,,,
KP200205311649,46.317468,7.350275,4.135,593193,129567,-4135,2002,5,31,16,50,33.7,3.5,0,46,24,-94,231,66,-88,145,69,319,21,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.967,FM,3.23,86667000000000,,200200323,,,2002,5,31,16,51,0,46.322,7.359,5,3.5,6.1,0.8,-0.9,0,Anzere,32,,,,,,,,,,
KP200212092241,45.967437,7.934093,8.995,638407,90772,-8995,2002,12,9,22,41,55.7,2.7,1,318,76,-20,53,71,-165,275,24,6,4,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.222,FM,2.63,9885500000000,,200200661,,,2002,12,9,22,41,0,45.975,7.932,8,2.7,2.8,0.9,1,0,Cima,di,Jazzi,32w,,,,,,,,
KP200302042049,46.058995,7.770226,6.739,625661,100884,-6739,2003,2,4,20,49,41.2,3.3,0,91,40,-106,292,52,-77,252,78,13,6,,,,,,,,,,,,,,,,DDR-SW0,A,1,NF,-0.839,FM,3.2,70795000000000,,200300040,,,2003,2,4,20,50,0,46.065,7.765,6,3.3,13.7,0.8,0.7,0,Taesch,35,,,,,,,,,,
KP200303221336,48.269254,8.994728,8.458,999000,999000,-8458,2003,3,22,13,36,15.1,4.4,0,290,79,172,22,82,11,156,2,246,13,,,,,,,,,,,,,,,,ABSRELOC,D,9,SS,0.106,MT,3.88,824590000000000,,200300125,,,2003,3,22,13,36,15,48.214,9.004,6,4.4,95.2,6.2,2.5,0,Albstadt,?,,,,,,,,,,
KP200304290454,46.338523,7.570554,8.539,610156,131912,-8539,2003,4,29,4,55,9.4,3.9,0,67,48,138,188,60,50,305,7,45,55,,,,,,,,,,,,,,,,DDR-SW0,A,1,OT,0.511,FM,3.46,195180000000000,,200300211,,,2003,4,29,4,55,0,46.341,7.57,10,3.9,6.4,0.3,-1.5,0,Salgesch,35,,,,,,,,,,
KP200305062159,46.913174,8.905786,3.26,711761,196830,-3260,2003,5,6,21,59,43.8,4,0,264,74,-169,171,79,-16,127,19,218,3,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,-0.15,FM,3.64,366660000000000,,200300220,,,2003,5,6,22,0,0,46.905,8.908,3,4,8,0.9,0.3,0,Urnerboden,35,,,,,,,,,,
KP200307170226,46.729849,9.827686,4.687,782590,178185,-4687,2003,7,17,2,27,17.3,3.6,0,100,43,-144,342,66,-53,297,53,46,14,,,,,,,,,,,,,,,,DDR-SE0,A,9,ON,-0.494,MT,3.55,264440000000000,,200300341,,,2003,7,17,2,27,16,46.729,9.838,7,3.6,6.5,0.8,-2.3,0,Sertig,?,,,,,,,,,,
KP200307181101,46.733513,9.829724,5.488,782733,178597,-5488,2003,7,18,11,1,36.1,3.9,0,105,44,-127,331,56,-60,296,64,40,7,,,,,,,,,,,,,,,,DDR-SE0,A,1,ON,-0.628,FM,3.57,281910000000000,,200300348,,,2003,7,18,11,2,0,46.723,9.831,7,3.9,6.6,1.2,-1.5,0,Sertig,35,,,,,,,,,,
KP200308010320,46.730819,9.832379,5.488,782945,178304,-5488,2003,8,1,3,20,23.7,3.9,0,99,43,-146,342,67,-52,297,52,46,14,,,,,,,,,,,,,,,,DDR-SE0,A,9,ON,-0.478,MT,3.69,428820000000000,,200300369,,,2003,8,1,3,20,23,46.729,9.837,7,3.9,6.6,0.4,-1.5,0,Sertig,?,,,,,,,,,,
KP200308220921,46.315824,7.320047,3.71,590865,129387,-3710,2003,8,22,9,21,32.5,3.9,0,151,54,-27,258,68,-141,120,43,22,8,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.367,FM,3.65,372410000000000,,200300436,,,2003,8,22,9,22,0,46.323,7.316,6,3.9,4.5,0.9,-2.3,0,Glarey,35,,,,,,,,,,
KP200308220929,46.316896,7.315968,3.939,590551,129507,-3939,2003,8,22,9,30,9.6,3.6,0,148,58,-2,239,88,-148,108,23,9,20,,,,,,,,,,,,,,,,DDR-SW0,A,9,SS,-0.189,MT,3.46,192310000000000,,200300438,,,2003,8,22,9,30,9,46.318,7.315,6,3.6,5,0.1,-2.1,0,Glarey,?,,,,,,,,,,
KP200308310538,47.53234,7.893641,17.202,634264,264722,-17202,2003,8,31,5,38,58,2.9,0,292,82,-172,201,82,-8,156,11,246,0,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.089,FM,2.78,16596000000000,,200300473,,,2003,8,31,5,39,0,47.542,7.898,17,2.9,16.2,1.1,0.2,0,Zeiningen,35,,,,,,,,,,
KP200310010730,47.226284,9.201183,7.787,733477,232094,-7787,2003,10,1,7,31,5.4,3,0,102,78,-172,10,82,-12,326,14,57,3,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,-0.111,FM,2.85,21135000000000,,200300511,,,2003,10,1,7,31,0,47.2,9.216,8,3,21.7,3.1,-0.2,0,Nesslau,35,,,,,,,,,,
KP200402181431,46.601806,6.981338,2.064,564961,161274,-2064,2004,2,18,14,31,58.4,3.3,0,70,60,-155,327,69,-32,286,38,20,5,,,,,,,,,,,,,,,,DDR-SW0,B,1,SS,-0.317,FM,3.2,70795000000000,,200400088,,,2004,2,18,14,32,0,46.609,6.995,9,3.3,19.1,1.3,-6.9,0,Bulle,37,,,,,,,,,,
KP200402231731,47.271321,6.280863,14.896,512393,236250,-14896,2004,2,23,17,31,21.3,4.8,0,47,47,24,300,73,134,359,16,253,44,,,,,,,,,,,,,,,,DDR-NW0,B,1,SS,0.389,FM,4.41,5134800000000000,,200400100,,,2004,2,23,17,31,0,47.277,6.273,15,4.8,40.8,0.9,-0.1,0,Besancon,37,,,,,,,,,,
KP200404151514,47.518973,8.733819,10.809,697551,263941,-10809,2004,4,15,15,14,58.7,2.7,0,203,70,-7,295,83,-160,161,19,68,9,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.15,FM,2.63,9885500000000,,200400203,,,2004,4,15,15,15,0,47.525,8.726,13,2.7,14,0.9,-2.2,0,Winterthur,37,,,,,,,,,,
KP200404180320,47.63192,9.66223,28.846,767106,278063,-28846,2004,4,18,3,21,5.8,3,0,215,90,0,125,90,180,170,0,80,0,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,0,FM,2.81,18408000000000,,200400222,,,2004,4,18,3,21,0,47.621,9.655,31,3,33.9,1.3,-2.2,0,Lindau,37,,,,,,,,,,
KP200404180823,47.682083,8.906548,20.959,710220,282304,-20959,2004,4,18,8,23,35.2,2.6,0,116,56,-139,360,57,-42,327,51,58,1,,,,,,,,,,,,,,,,DDR-NE0,A,1,ON,-0.461,FM,2.67,11350000000000,,200400223,,,2004,4,18,8,24,0,47.692,8.892,22,2.6,3.5,1.6,-1,0,Stein,am,Rhein,37,,,,,,,,
KP200405300945,46.290841,7.183645,7.72,580349,126635,-7720,2004,5,30,9,46,17.8,2.9,1,347,89,-1,77,89,-179,302,1,32,0,,,,,,,,,,,,,,,,DDR-SW0,A,2,SS,-0.011,FM,2.78,16596000000000,,200400399,,,2004,5,30,9,46,0,46.284,7.193,9,2.9,7.3,1,-1.3,0,Derborence,37,,,,,,,,,,
KP200406120444,45.72109,6.921041,4.823,559694,63399,-4823,2004,6,12,4,44,34.1,3.3,0,104,80,-6,195,84,-170,60,11,329,3,,,,,,,,,,,,,,,,DDR-SW0,B,2,SS,-0.089,FM,3.26,87096000000000,,200400425,,,2004,6,12,4,45,0,45.715,6.937,12,3.3,20.3,1.4,-7.2,0,Pre,St.-Didier,37,,,,,,,,,
KP200406212309,47.497788,7.703588,20.533,619965,260815,-20533,2004,6,21,23,10,2.5,3.8,0,182,53,-41,300,58,-135,154,53,60,3,,,,,,,,,,,,,,,,DDR-NW0,A,1,ON,-0.478,FM,3.36,136150000000000,,200400449,,,2004,6,21,23,10,0,47.505,7.713,22,3.8,4.9,1.1,-1.5,0,Liestal,37,,,,,,,,,,
KP200406282342,47.516879,8.170351,18.973,655116,263161,-18973,2004,6,28,23,42,30.3,4,0,202,48,-12,300,81,-137,170,36,64,21,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.306,FM,3.46,197570000000000,,200400470,,,2004,6,28,23,43,0,47.525,8.169,20,4,4.5,0.9,-1,0,Brugg,37,,,,,,,,,,
KP200411081152,47.708589,8.524159,21.95,681469,284784,-21950,2004,11,8,11,52,41,2.8,0,298,70,-170,205,81,-20,160,21,253,7,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,-0.167,FM,2.7,12589000000000,,200400696,,,2004,11,8,11,53,0,47.715,8.519,23,2.8,5.9,0.8,-1.1,0,Siblingen,37,,,,,,,,,,
KP200411242259,45.562,10.625,10,999000,999000,-10000,2004,11,24,22,59,36.5,5.3,0,58,58,90,237,32,89,148,13,330,77,,,,,,,,,,,,,,,,BULLETIN,D,9,TF,0.994,MT,4.9,2.8054E+016,,200400741,,,2004,11,24,22,59,38,45.685,10.521,5,5.3,0.9,15.9,5,0,LagoDiGarda,?,,,,,,,,,,
KP200412050152,48.090875,8.033642,12.457,999000,999000,-12457,2004,12,5,1,52,39,5.1,0,108,80,-169,16,79,-10,332,15,242,1,,,,,,,,,,,,,,,,DDR-NW0,D,9,SS,-0.117,MT,4.49,6786200000000000,,200400761,,,2004,12,5,1,52,39,48.082,8.039,9,5.1,16.9,1.1,3.5,0,Waldkirch,?,,,,,,,,,,
KP200505120137,47.265493,7.65689,24.172,616518,234977,-24172,2005,5,12,1,38,5.8,4.1,0,98,63,172,192,83,27,322,13,58,24,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,0.194,FM,3.6,321290000000000,,200500178,,,2005,5,12,1,38,0,47.271,7.657,25,4.1,8.3,0.6,-0.8,0,Rumisberg,38,,,,,,,,,,
KP200505271722,47.057586,9.517038,6.708,757888,213931,-6708,2005,5,27,17,22,45.1,2.9,0,189,75,19,94,72,164,321,2,52,24,,,,,,,,,,,,,,,,DDR-SE0,A,2,SS,0.194,FM,2.78,16596000000000,,200500216,,,2005,5,27,17,22,0,47.034,9.509,8,2.9,10.3,2.7,-1.3,0,Bad,Ragaz,38,,,,,,,,,
KP200509081126,46.034979,6.875405,6.685,556391,98317,-6685,2005,9,8,11,27,17.8,4.9,1,60,65,-179,330,89,-25,282,18,18,17,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,-0.011,FM,4.38,4679200000000000,,200500457,,,2005,9,8,11,27,0,46.032,6.897,4,4.9,3,1.7,2.7,0,Vallorcine,38,,,,,,,,,,
KP200511121930,47.517023,8.169505,18.641,655052,263176,-18641,2005,11,12,19,31,16.6,4.1,0,206,48,-34,320,65,-133,182,50,79,10,,,,,,,,,,,,,,,,DDR-NE0,A,1,ON,-0.45,FM,3.6,281840000000000,,200500662,,,2005,11,12,19,31,0,47.529,8.166,20,4.1,4.6,1.4,-1.4,0,Brugg,38,,,,,,,,,,
KP200603290949,46.912817,6.859702,1.786,555897,195909,-1786,2006,3,29,9,49,46.6,3.2,0,355,86,-2,85,88,-176,310,4,220,1,,,,,,,,,,,,,,,,DDR-NW0,B,1,SS,-0.033,FM,3.1,50119000000000,,200600111,,,2006,3,29,9,50,0,46.923,6.858,2,3.2,16.5,1.1,-0.2,0,Cortaillod,40,,,,,,,,,,
KP200604122224,46.607688,10.262753,3.285,816317,165719,-3285,2006,4,12,22,24,53.1,3.5,0,293,32,-130,158,66,-68,103,62,232,18,,,,,,,,,,,,,,,,ABSRELOC,A,1,ON,-0.656,FM,3.4,141250000000000,,200600134,,,2006,4,12,22,25,0,46.597,10.259,2,3.5,1.4,1.2,1.3,0,Val,Mora,40,,,,,,,,,
KP200612081648,47.58796,7.595806,5.516,611824,270819,-5516,2006,12,8,16,48,39.1,3.4,1,105,77,-165,12,75,-13,329,20,238,2,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.167,FM,3.17,63826000000000,,200600595,,,2006,12,8,16,49,0,47.584,7.593,5,3.4,0.7,0.5,0.5,0,Basel,40,42,43,,,,,,,,
KP200701060719,47.586542,7.598792,4.995,612049,270662,-4995,2007,1,6,7,19,52.2,3.1,0,91,79,-176,360,86,-11,315,11,46,5,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,-0.083,FM,2.93,27861000000000,,200700012,,,2007,1,6,7,20,0,47.582,7.596,4,3.1,0.5,0.5,1,0,Basel,41,42,43,,,,,,,,
KP200707120009,46.942567,8.769574,0.489,701330,199912,-489,2007,7,12,0,9,33.1,3,0,76,82,-178,346,88,-8,301,7,31,4,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,-0.056,FM,2.9,25119000000000,,200700372,,,2007,7,12,0,10,0,46.949,8.771,2,3,9.9,0.7,-1.5,0,Muotathal,41,,,,,,,,,,
KP200801211640,46.771455,9.456504,7.174,754109,182012,-7174,2008,1,21,16,40,35.9,4,1,87,81,-127,345,38,-15,322,42,205,27,,,,,,,,,,,,,,,,DDR-SE0,A,1,ON,-0.589,FM,3.64,363630000000000,,200800044,,,2008,1,21,16,41,0,46.76,9.451,8,4,8.8,1.3,-0.8,0,Paspels,44,,,,,,,,,,
KP200802171241,45.917439,7.14509,1.814,577222,85136,-1814,2008,2,17,12,41,31.5,3.6,0,2,46,169,100,82,45,223,23,331,36,,,,,,,,,,,,,,,,DDR-SW0,B,2,SS,0.311,FM,3.44,181600000000000,,200800097,,,2008,2,17,12,42,0,45.92,7.171,7,3.6,17.8,2,-5.2,0,Lac,des,Toules,44,,,,,,,,
KP200804170107,46.670529,10.107403,6.845,804184,172284,-6845,2008,4,17,1,7,36.9,3.2,0,135,65,-83,299,26,-105,59,69,220,20,,,,,,,,,,,,,,,,DDR-SE0,A,1,NF,-0.878,FM,2.93,27861000000000,,200800214,,,2008,4,17,1,7,0,46.664,10.103,7,3.2,3.1,0.8,-0.2,0,Brail,44w,,,,,,,,,,
KP200807140351,45.655035,10.504967,5.693,999000,999000,-5693,2008,7,14,3,51,41.1,3.6,0,69,74,94,234,17,76,156,29,345,61,,,,,,,,,,,,,,,,ABSRELOC,C,9,TF,0.9,MT,3.5,225090000000000,,200800338,,,2008,7,14,3,51,41,45.647,10.478,2,3.6,4.4,2.3,3.7,0,LagoDiGarda,?,,,,,,,,,,
KP200811090722,46.80509,9.203158,6.603,734680,185284,-6603,2008,11,9,7,22,31.7,3.7,0,163,58,-1,254,89,-148,123,23,24,21,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,-0.183,FM,3.43,156680000000000,,200800494,,,2008,11,9,7,23,0,46.793,9.212,8,3.7,16.4,1.5,-1.4,0,Ilanz,44,,,,,,,,,,
KP200812130602,46.512688,10.074357,1.41,802247,154662,-1410,2008,12,13,6,2,24.4,3.2,1,169,80,-3,260,87,-170,125,9,34,5,,,,,,,,,,,,,,,,DDR-SE0,B,1,SS,-0.033,FM,3.09,48417000000000,,200800544,,,2008,12,13,6,2,0,46.501,10.06,2,3.2,10.7,1.7,-0.6,0,La,Stretta,44w,,,,,,,,,
KP200901041530,47.186176,9.374047,3.762,746676,227945,-3762,2009,1,4,15,30,30.3,4.1,0,99,54,155,204,70,39,328,10,67,41,,,,,,,,,,,,,,,,DDR-NE0,B,1,SS,0.356,FM,3.84,716270000000000,,200900008,,,2009,1,4,15,31,0,47.173,9.361,4,4.1,7.1,1.8,-0.2,0,Wildhaus,45,,,,,,,,,,
KP200901170709,47.153612,9.536746,3.561,759100,224643,-3561,2009,1,17,7,9,58,3,1,329,66,-72,110,30,-125,270,64,45,19,,,,,,,,,,,,,,,,DDR-NE0,B,1,NF,-0.8,FM,2.87,22646000000000,,200900036,,,2009,1,17,7,10,0,47.139,9.529,5,3,6,1.7,-1.4,0,Vaduz,45,,,,,,,,,,
KP200905050139,47.670313,7.752153,10.351,623548,280011,-10351,2009,5,5,1,39,25.4,4.2,0,104,76,172,196,82,14,329,4,61,16,,,,,,,,,,,,,,,,DDR-NW0,A,1,SS,0.122,FM,3.62,344600000000000,,200900184,,,2009,5,5,1,39,0,47.674,7.748,12,4.2,5.1,0.5,-1.6,0,Steinen,45,,,,,,,,,,
KP200909110634,46.538285,9.700345,8.902,773474,156610,-8902,2009,9,11,6,34,38.7,3.6,1,104,53,-115,322,44,-61,315,70,211,5,,,,,,,,,,,,,,,,DDR-SE0,A,1,NF,-0.722,FM,3.27,100960000000000,,200900397,,,2009,9,11,6,34,0,46.527,9.696,11,3.6,7.9,1.3,-2.1,0,Bivio,45,,,,,,,,,,
KP200910211610,46.136384,6.725492,3.58,544887,109684,-3580,2009,10,21,16,10,58.8,3.1,0,58,58,162,158,75,33,285,11,22,34,,,,,,,,,,,,,,,,DDR-SW0,A,1,SS,0.283,FM,3.18,66069000000000,,200900453,,,2009,10,21,16,11,0,46.128,6.747,6,3.1,8.2,1.9,-2.4,0,Morzine,45,,,,,,,,,,
KP201005150509,46.157654,7.717738,6.647,621560,111835,-6647,2010,5,15,5,9,44.2,3.4,0,320,40,-48,90,61,-119,314,62,201,12,,,,,,,,,,,,,,,,DDR-SW0,B,1,ON,-0.606,FM,3.18,73385000000000,,201000184,,,2010,5,15,5,10,0,46.15,7.747,7,3.4,10.8,2.4,-0.4,0,Barrhorn,47,,,,,,,,,,
KP201006071319,46.421025,8.581502,7.727,687857,141714,-7727,2010,6,7,13,19,27.6,2.7,0,73,55,-135,313,55,-45,283,55,193,0,,,,,,,,,,,,,,,,DDR-SE0,B,2,ON,-0.5,FM,2.64,10233000000000,,201000212,,,2010,6,7,13,19,0,46.424,8.598,7,2.7,7.3,1.3,0.7,0,Valle,di,Peccia,47,,,,,,,,
KP201010252000,47.259277,9.563824,3.017,760834,236441,-3017,2010,10,25,20,0,31.1,3,0,250,60,108,37,35,62,327,13,198,69,,,,,,,,,,,,,,,,DDR-NE0,B,1,TF,0.744,FM,3.01,36728000000000,,201000436,,,2010,10,25,20,0,0,47.244,9.549,5,3,7.4,2,-2,0,Feldkirch,47,,,,,,,,,,
KP201101082048,46.307798,7.506309,4.861,605213,128490,-4861,2011,1,8,20,48,17.6,3.3,1,278,78,-133,175,44,-17,148,41,39,21,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.522,FM,3.25,84140000000000,,201100011,,,2011,1,8,20,48,0,46.304,7.516,7,3.3,3.9,0.9,-2.1,0,Sierre,48,,,,,,,,,,
KP201101082220,46.307649,7.50534,4.765,605138,128474,-4765,2011,1,8,22,20,26.6,3.2,1,268,85,-141,174,51,-6,138,30,34,22,,,,,,,,,,,,,,,,DDR-SW0,A,1,ON,-0.433,FM,3.18,66069000000000,,201100016,,,2011,1,8,22,20,0,46.302,7.516,6,3.2,3.9,1,-1.2,0,Sierre,48,,,,,,,,,,
KP201101270124,47.499726,9.852825,27.948,781877,263795,-27948,2011,1,27,1,24,18.6,3.3,0,37,89,3,307,87,179,172,1,262,3,,,,,,,,,,,,,,,,DDR-NE0,A,1,SS,0.022,FM,3.05,42170000000000,,201100059,,,2011,1,27,1,24,0,47.482,9.844,31,3.3,22.3,2.1,-3.1,0,Bregenz,48,,,,,,,,,,
KP201104211136,46.723928,8.010832,6.202,643743,174907,-6202,2011,4,21,11,36,38.7,2.9,0,352,61,41,239,55,144,114,4,208,48,,,,,,,,,,,,,,,,DDR-SW0,C,1,OT,0.428,FM,2.94,28840000000000,,201100174,,,2011,4,21,11,36,0,46.719,8.019,7,2.9,11.4,0.8,-0.8,0,Brienz,48,,,,,,,,,,
KP201110290413,45.729938,10.874479,14.259,999000,999000,-14259,2011,10,29,4,13,34.6,4.2,0,56,66,57,294,40,140,170,14,282,56,,,,,,,,,,,,,,,,ABSRELOC,D,9,OT,0.539,MT,3.92,948850000000000,,201100510,,,2011,10,29,4,13,34,45.728,10.79,16,4.2,29.5,6.6,-1.7,0,LagoDiGarda,?,,,,,,,,,,
KP201112030832,46.67326,9.970589,8.252,793711,172240,-8252,2011,12,3,8,32,52.1,2.8,0,291,42,-120,149,55,-66,114,69,222,7,,,,,,,,,,,,,,,,DDR-SE0,A,1,NF,-0.7,FM,2.91,26002000000000,,201100593,,,2011,12,3,8,32,0,46.666,9.955,9,2.8,10.5,1.4,-0.7,0,Scaletta,Pass,48,,,,,,,,,
KP201112270628,47.330863,7.316581,11.423,590775,242230,-11423,2011,12,27,6,29,2,3.1,0,94,70,150,195,62,23,146,5,52,35,,,,,,,,,,,,,,,,DDR-NW0,A,1,OT,0.294,FM,2.97,31989000000000,,201100647,,,2011,12,27,6,29,0,47.339,7.315,11,3.1,9.6,0.9,0.4,0,Delemont,48,,,,,,,,,,
